a,a,a,a,a,a,a,a,a,a,a,a,a,a
-1,0.474358974,-1,-3,0,0,0,0.342105263,-1,-3,0.555555556,-3,1,1
-1,0.064102564,-3,-2,0,0.230769231,0,0.131578947,-1,-42,0.888888889,-2,0,1
-2,0.294871795,-2,-3,0,0,0,0,-2,-6,0,-1,1,0
-1,0.487179487,-1,-3,0,0,0,0.026315789,-2,-6,0,-1,1,0
-1,0.474358974,-1,-3,0,0,0,0.289473684,-2,-5,0.666666667,-3,1,0
-2,0.064102564,-3,-4,0,0,0,0,-1,-3,0.555555556,-3,0,1
-1,0.128205128,-2,-2,0,0,0,0.078947368,-1,-10,0.111111111,-1,0,0
-1,0.166666667,-2,-1,0,0,0,0.052631579,-1,-5,0.111111111,-1,0,1
-1,0.487179487,-1,-2,0,0,0,0.078947368,-2,-59,0.111111111,-1,0,0
-1,0.448717949,-1,-3,0,0,0,0,-2,-6,0,-1,1,0
-1,0.115384615,-2,-2,0,0,0,0.157894737,-1,-16,0.444444444,-3,0,1
-1,0.051282051,-3,-3,0,0,0,0,-1,-12,0.444444444,-3,1,1
-2,0.051282051,-3,-2,0,0,0.058823529,0,-1,-12,0.333333333,-1,0,1
-1,0.192307692,-2,-2,0,0,0,0.184210526,-2,-93,0.555555556,-3,0,1
-1,0.205128205,-2,-2,0,0,0,0.394736842,-1,-5,0.666666667,-3,0,0
-1,0.051282051,-3,-4,0,0,0,0,-2,-6,0.222222222,-1,0,1
-1,0.179487179,-2,-2,0,0,0,0.315789474,-1,-3,0.777777778,-2,0,0
-1,0.371794872,-1,-2,0.2,0,0.058823529,0.368421053,-1,-12,0.888888889,-2,0,1
-1,0.076923077,-3,-6,0,0,0,0,-2,-32,0.111111111,-1,0,0
-1,0.08974359,-2,-2,0,0.307692308,0.235294118,0.368421053,-1,-87,1,-2,0,1
-1,0.487179487,-1,-3,0,0,0,0,-1,-46,0,-1,1,0
-1,0.230769231,-2,-4,0,0,0,0.026315789,-1,-115,0.333333333,-1,0,1
-1,0.128205128,-2,-2,0,0,0,0.105263158,-1,-45,0.555555556,-3,0,1
-1,0.025641026,-3,-2,0.1,0,0,0.052631579,-1,-12,0.888888889,-2,0,1
-1,0.525641026,-1,-4,0,0,0,0,-2,-32,0,-1,0,0
-2,0.115384615,-2,-3,0,0,0,0.026315789,-1,-5,0.666666667,-3,1,1
-2,0.141025641,-2,-2,0,0,0,0.289473684,-1,-3,0.777777778,-2,0,0
-1,0.692307692,-1,-3,0,0,0,0.078947368,-1,-5,0,-1,1,0
-2,0.076923077,-3,-2,0,0,0,0.052631579,-2,-63,0.666666667,-3,0,1
-1,0.346153846,-1,-2,0,0,0,0.078947368,-1,-135,0.888888889,-2,0,0
-1,0.153846154,-2,-2,0,0,0,0.184210526,-2,-63,1,-2,0,1
-1,0.346153846,-1,-2,0,0,0,0,-2,-6,0,-1,0,0
-1,0.371794872,-1,-3,0,0,0,0,-2,-6,0,-1,1,0
-1,0.076923077,-3,-2,0,0,0,0,-1,-216,0.222222222,-1,0,1
-1,0.025641026,-3,-2,0,0,0,0,-2,-6,0.222222222,-1,0,1
-1,0.423076923,-1,-3,0,0,0,0.157894737,-1,-5,0,-1,1,1
-1,0.205128205,-2,-2,0,0,0,0.052631579,-2,-217,0.222222222,-1,0,0
-1,0.051282051,-3,-4,0,0,0,0.052631579,-1,-5,0.222222222,-1,0,0
-2,0.397435897,-1,-3,0,0,0,0.052631579,-2,-93,0.111111111,-1,1,1
-1,0.294871795,-2,-3,0,0,0,0.131578947,-1,-11,0,-1,1,0
-1,0.397435897,-1,-3,0,0,0,0.026315789,-1,-101,0.222222222,-1,1,0
-1,0.102564103,-2,-4,0,0,0,0,-2,-6,0,-1,0,0
-2,0.205128205,-2,-3,0,0,0,0.052631579,-1,-31,0.222222222,-1,1,1
-2,0.128205128,-2,-2,0,0,0,0,-2,-6,0.222222222,-1,0,0
-1,0.192307692,-2,-3,0,0,0,0.052631579,-2,-33,0.111111111,-1,1,0
-1,0.358974359,-1,-2,0,0,0,0,-1,-13,0.666666667,-3,0,0
-1,0.038461538,-3,-2,0,0,0,0,-2,-218,0.333333333,-1,0,0
-1,0.102564103,-2,-2,0,0.076923077,0.176470588,0.368421053,-1,-21,0.888888889,-2,0,1
-2,0.128205128,-2,-4,0,0,0,0.052631579,-2,-5,0.444444444,-3,0,0
-1,0.384615385,-1,-4,0,0,0,0.026315789,-1,-5,0,-1,0,1
-1,0.512820513,-1,-2,0,0,0,0.631578947,-1,-66,0.555555556,-3,0,1
-1,0.141025641,-2,-1,0,0,0,0,-1,-21,0,-1,0,0
-2,0.025641026,-3,-2,0,0,0.176470588,0.052631579,-1,-5,1,-2,0,1
-1,0.128205128,-2,-2,0,0,0,0,-2,-27,0.333333333,-1,0,1
-1,0.038461538,-3,-3,0,0,0,0,-1,-12,0.777777778,-2,1,1
-1,0.102564103,-2,-1,0,0,0,0,-1,-42,0.666666667,-3,0,0
-1,0.205128205,-2,-2,0,0,0,0.078947368,-2,-5,0,-1,0,0
-1,0.179487179,-2,-2,0.1,0,0,0.394736842,-1,-13,0.777777778,-2,0,1
-1,0.256410256,-2,-2,0,0,0.058823529,0.263157895,-1,-88,0.333333333,-1,0,1
-1,0.051282051,-3,-2,0,0,0,0,-1,-74,0.222222222,-1,0,0
-1,0.307692308,-2,-3,0,0,0,0.052631579,-1,-3,0.444444444,-3,1,1
-2,0.5,-1,-3,0,0,0,0,-2,-132,0.333333333,-1,1,0
-2,0.487179487,-1,-3,0,0,0,0.026315789,-1,-101,0,-1,1,0
-1,0.179487179,-2,-4,0,0,0,0.052631579,-2,-93,0.444444444,-3,0,1
-1,0.153846154,-2,-2,0,0.153846154,0.117647059,0.289473684,-1,-219,0.777777778,-2,0,0
-1,0.141025641,-2,-2,0,0,0,0.052631579,-2,-33,0,-1,0,0
-1,0.358974359,-1,-2,0,0,0.058823529,0.394736842,-1,-13,0.666666667,-3,0,1
-1,0.230769231,-2,-2,0.1,0,0,0.131578947,-1,-220,1,-2,0,0
-2,0.076923077,-3,-2,0,0,0,0,-1,-221,0.222222222,-1,0,0
-2,0.666666667,-1,-2,0,0,0,0.026315789,-1,-5,0,-1,0,0
-1,0.038461538,-3,-4,0,0,0,0,-1,-10,0.555555556,-3,0,1
-2,0.346153846,-1,-3,0,0,0,0.026315789,-2,-6,0,-1,1,0
-2,0.192307692,-2,-4,0,0,0,0.052631579,-2,-93,0.333333333,-1,0,0
-2,0.269230769,-2,-2,0,0.076923077,0,0.157894737,-1,-12,0.444444444,-3,0,0
-1,0.08974359,-2,-3,0,0.076923077,0,0.157894737,-1,-5,0.333333333,-1,1,0
-1,0.384615385,-1,-4,0,0,0,0.026315789,-2,-32,0,-1,0,0
-2,0.179487179,-2,-3,0,0,0,0.026315789,-2,-32,0.111111111,-1,1,1
-1,0.358974359,-1,-3,0,0,0,0,-1,-212,0,-1,1,0
-1,0.128205128,-2,-3,0,0,0,0,-2,-6,0.111111111,-1,1,1
-1,0.179487179,-2,-3,0,0,0,0.026315789,-2,-32,0.111111111,-1,1,0
-1,0.115384615,-2,-2,0,0,0,0.026315789,-1,-12,0.111111111,-1,0,0
-1,0.320512821,-2,-3,0,0,0,0.289473684,-1,-116,0.666666667,-3,1,1
-1,0.487179487,-1,-3,0,0,0,0.131578947,-1,-5,0.444444444,-3,1,1
-1,0.153846154,-2,-2,0,0,0,0.236842105,-1,-3,1,-2,0,1
-1,0.217948718,-2,-2,0,0.307692308,1,0.315789474,-1,-44,0.888888889,-2,0,0
-1,0.141025641,-2,-3,0,0,0,0.026315789,-1,-3,0.222222222,-1,1,0
-1,0.461538462,-1,-2,0,0,0,0.210526316,-1,-3,0,-1,0,1
-2,0.025641026,-3,-3,0,0,0,0,-1,-3,0.333333333,-1,1,0
-1,0.141025641,-2,-2,0,0,0,0,-1,-46,0,-1,0,0
-1,0.128205128,-2,-1,0,0,0,0.078947368,-1,-5,0.111111111,-1,0,0
-1,0.628205128,-1,-6,0,0,0,0,-2,-6,0,-1,0,0
-2,0.358974359,-1,-2,0,0,0,0.026315789,-2,-33,0.444444444,-3,0,0
-1,0.08974359,-2,-1,0,0,0,0,-1,-75,0.111111111,-1,0,0
-1,0.076923077,-3,-2,0,0.153846154,0.058823529,0.210526316,-1,-5,0.888888889,-2,0,1
-1,0.141025641,-2,-1,0,0,0,0.078947368,-1,-31,0.555555556,-3,0,0
-1,0.346153846,-1,-2,0,0,0,0.052631579,-2,-222,0.555555556,-3,0,0
-1,0.166666667,-2,-2,0,0,0,0.131578947,-1,-5,0.444444444,-3,0,1
-1,0.064102564,-3,-3,0,0,0,0,-1,-52,0.222222222,-1,1,1
-1,0.038461538,-3,-2,0,0,0,0,-1,-12,0.777777778,-2,0,1
-1,0.551282051,-1,-3,0,0,0,0,-2,-68,0,-1,1,0
-2,0.423076923,-1,-3,0,0,0,0.131578947,-2,-6,0.666666667,-3,1,1
-1,0.179487179,-2,-1,0,0,0,0.026315789,-1,-179,0,-1,0,0
-1,0.320512821,-2,-3,0,0,0,0.236842105,-1,-223,0.555555556,-3,1,0
-1,0.179487179,-2,-1,0,0,0,0,-2,-6,0,-1,0,0
-1,0.230769231,-2,-2,0,0,0,0,-1,-11,0.444444444,-3,0,0
-1,0.512820513,-1,-3,0,0,0,0.078947368,-1,-66,0.333333333,-1,1,1
-1,0.179487179,-2,-2,0,0,0,0.026315789,-2,-132,0.111111111,-1,0,0
-1,0.5,-1,-2,0,0,0,0.315789474,-1,-3,0.888888889,-2,0,0
-1,0.243589744,-2,-2,0,0,0,0.052631579,-1,-49,0.666666667,-3,0,0
-1,0.333333333,-2,-2,0,0,0,0.157894737,-1,-5,0.555555556,-3,0,0
-1,0.423076923,-1,-2,0,0,0,0.210526316,-1,-5,0.111111111,-1,0,0
-1,0.346153846,-1,-4,0,0,0,0.105263158,-1,-224,0.555555556,-3,0,0
-1,0.128205128,-2,-3,0,0,0.117647059,0.236842105,-2,-59,0.777777778,-2,1,0
-1,0.346153846,-1,-2,0,0,0,0.210526316,-1,-5,0.666666667,-3,0,1
-1,0.384615385,-1,-1,0,0,0,0.026315789,-1,-5,0,-1,0,0
-1,0.102564103,-2,-2,0,0.076923077,0.058823529,0.342105263,-1,-13,0.777777778,-2,0,1
-1,0.205128205,-2,-3,0.05,0,0,0.236842105,-1,-225,0.555555556,-3,1,1
-1,0.08974359,-2,-2,0,0,0,0,-1,-82,0.222222222,-1,0,0
-1,0.166666667,-2,-2,0,0,0,0.210526316,-2,-6,0.666666667,-3,0,1
-1,0.320512821,-2,-2,0,0,0,0.026315789,-1,-5,0,-1,0,0
-1,0.153846154,-2,-2,0,0,0,0,-2,-6,0,-1,0,0
-1,0.41025641,-1,-3,0,0,0,0,-2,-68,0,-1,1,0
-2,0.166666667,-2,-2,0,0,0,0.052631579,-1,-87,0.111111111,-1,0,0
-2,0.192307692,-2,-3,0,0,0,0.184210526,-2,-6,0.555555556,-3,1,0
-1,0.179487179,-2,-2,0,0,0,0.026315789,-1,-53,0.444444444,-3,0,1
-2,0.358974359,-1,-3,0,0,0,0,-2,-6,0,-1,1,1
-1,0.051282051,-3,-4,0,0,0,0,-1,-112,0.555555556,-3,0,0
-1,0.243589744,-2,-2,0,0,0,0.210526316,-1,-11,0.444444444,-3,0,1
-2,0.179487179,-2,-3,0,0,0,0.157894737,-1,-5,0.555555556,-3,1,1
-2,0.064102564,-3,-2,0,0,0,0.052631579,-1,-12,0.666666667,-3,0,1
-1,0.038461538,-3,-3,0,0,0,0,-1,-21,0.444444444,-3,1,0
-1,0.051282051,-3,-1,0,0,0,0.026315789,-1,-12,0.888888889,-2,0,0
-1,0.435897436,-1,-1,0,0,0,0.052631579,-1,-5,0,-1,0,0
-1,0.397435897,-1,-3,0,0,0,0.052631579,-2,-6,0.111111111,-1,1,0
-1,0.474358974,-1,-3,0,0,0,0.078947368,-1,-3,0.666666667,-3,1,1
-1,0.051282051,-3,-2,0,0,0,0,-1,-31,0.111111111,-1,0,0
-1,0.346153846,-1,-4,0,0,0,0,-1,-87,0,-1,0,0
-2,0.166666667,-2,-2,0,0,0,0.184210526,-1,-11,0.444444444,-3,0,1
-1,0.051282051,-3,-3,0,0,0.058823529,0,-2,-59,0.111111111,-1,1,1
-1,0.128205128,-2,-2,0,0,0,0.131578947,-2,-27,0.555555556,-3,0,0
-1,0.038461538,-3,-2,0,0,0,0.026315789,-1,-12,0.444444444,-3,0,1
-1,0.243589744,-2,-4,0,0,0.058823529,0.052631579,-2,-109,0.222222222,-1,0,0
-1,0.153846154,-2,-2,0,0.153846154,0,0.552631579,-1,-5,0.666666667,-3,0,1
-1,0.051282051,-3,-2,0,0,0.058823529,0.342105263,-1,-226,1,-2,0,1
-1,0.217948718,-2,-2,0,0.076923077,0,0.605263158,-1,-62,0.888888889,-2,0,1
-1,0.128205128,-2,-2,0.1,0.076923077,0,0.289473684,-1,-80,1,-2,0,0
-1,0.076923077,-3,-2,0,0,0,0.026315789,-1,-13,0.222222222,-1,0,0
-1,0.333333333,-2,-2,0,0,0,0.236842105,-1,-5,0.222222222,-1,0,0
-1,0.08974359,-2,-4,0,0,0.235294118,0.131578947,-1,-5,0.777777778,-2,0,0
-1,0.179487179,-2,-2,0.05,0.230769231,0,0.631578947,-1,-13,0.666666667,-3,0,1
-1,0.141025641,-2,-2,0,0,0,0.131578947,-1,-135,0.222222222,-1,0,1
-2,0.076923077,-3,-2,0,0,0,0.026315789,-1,-12,0.444444444,-3,0,0
-1,0.5,-1,-2,0,0,0,0.5,-1,-11,0.222222222,-1,0,0
-1,0.038461538,-3,-1,0,0,0,0,-2,-92,0.555555556,-3,0,0
-1,0.128205128,-2,-3,0,0,0,0,-1,-227,0.111111111,-1,1,0
-1,0.423076923,-1,-3,0,0,0,0,-2,-6,0,-1,1,0
-1,0.205128205,-2,-2,0,0,0,0.157894737,-1,-3,0.888888889,-2,0,1
-1,0.102564103,-2,-2,0,0,0,0,-2,-40,0.111111111,-1,0,1
-1,0.025641026,-3,-2,0,0,0.176470588,0,-1,-228,0.555555556,-3,0,1
-1,0.08974359,-2,-2,0,0.076923077,0,0.157894737,-2,-5,0.666666667,-3,0,0
-1,0.012820513,-3,-3,0,0,0,0,-2,-6,0.555555556,-3,1,1
-1,0.397435897,-1,-3,0,0,0,0.026315789,-1,-5,0,-1,1,1
-1,0.5,-1,-2,0,0,0,0.710526316,-2,-5,1,-2,0,0
-2,0.115384615,-2,-2,0,0,0,0,-2,-6,0.111111111,-1,0,0
-1,0.615384615,-1,-3,0,0,0,0.026315789,-2,-5,0,-1,1,0
-2,0.08974359,-2,-2,0,0,0,0.105263158,-2,-5,0.666666667,-3,0,1
-1,0.038461538,-3,-3,0,0,0,0,-1,-5,0.222222222,-1,1,0
-1,0.346153846,-1,-3,0,0,0,0.026315789,-1,-3,0.111111111,-1,1,0
-1,0.256410256,-2,-2,0,0,0,0.157894737,-1,-131,0.555555556,-3,0,1
-1,0.243589744,-2,-2,0.1,0.230769231,0,0.631578947,-1,-89,0.777777778,-2,0,0
-1,0.333333333,-2,-3,0,0,0,0.342105263,-1,-112,0.888888889,-2,1,1
-1,0.58974359,-1,-2,0,0,0,0,-1,-12,0.333333333,-1,0,0
-1,0.153846154,-2,-2,0,0,0,0.026315789,-1,-48,0.555555556,-3,0,1
-1,0.551282051,-1,-2,0,0,0,0.026315789,-2,-5,0,-1,0,0
-1,0.192307692,-2,-3,0,0,0,0,-1,-13,0.222222222,-1,1,0
-2,0.397435897,-1,-3,0,0,0,0.210526316,-1,-5,0.111111111,-1,1,0
-1,0.064102564,-3,-2,0,0,0,0,-1,-22,0.666666667,-3,0,0
-1,0.192307692,-2,-2,0,0,0,0.368421053,-1,-101,0.777777778,-2,0,0
-1,0.038461538,-3,-3,0,0,0,0,-1,-229,0.888888889,-2,1,1
-2,0.153846154,-2,-3,0,0,0,0.052631579,-1,-74,1,-2,1,1
-1,0.102564103,-2,-4,0,0,0.058823529,0.184210526,-2,-6,0.333333333,-1,0,0
-1,0.217948718,-2,-1,0,0,0,0.078947368,-2,-6,0,-1,0,1
-1,0.115384615,-2,-2,0,0,0.058823529,0.052631579,-2,-27,0.888888889,-2,0,0
-1,0.256410256,-2,-3,0,0,0,0.026315789,-2,-6,0.555555556,-3,1,0
-1,0.384615385,-1,-2,0,0,0,0.368421053,-1,-5,0.888888889,-2,0,1
-1,0.102564103,-2,-3,0,0,0,0,-2,-6,0.111111111,-1,1,0
-1,0.076923077,-3,-2,0,0.076923077,0,0.105263158,-1,-3,0.777777778,-2,0,1
-2,0.128205128,-2,-2,0,0,0,0.052631579,-1,-49,0.444444444,-3,0,1
-2,0.333333333,-2,-3,0,0,0,0.105263158,-1,-3,0.555555556,-3,1,1
-1,0.064102564,-3,-3,0,0,0.058823529,0.052631579,-1,-230,0.666666667,-3,1,0
-2,0.205128205,-2,-3,0,0,0,0.026315789,-1,-5,0.555555556,-3,1,1
-1,0.025641026,-3,-3,0,0.076923077,0,0.026315789,-1,-95,0.444444444,-3,1,1
-1,0.576923077,-1,-1,0,0,0,0.605263158,-1,-66,0.333333333,-1,0,1
-2,0.230769231,-2,-2,0,0,0,0,-2,-32,0,-1,0,0
-1,0.512820513,-1,-3,0,0,0,0.026315789,-1,-5,0,-1,1,0
-1,0.08974359,-2,-2,0,0,0,0.184210526,-1,-5,0.666666667,-3,0,1
-1,0.358974359,-1,-3,0,0,0,0.131578947,-2,-5,0.222222222,-1,1,0
-2,0.217948718,-2,-3,0,0,0,0.105263158,-1,-2,0.222222222,-1,1,0
-1,0.064102564,-3,-2,0,0,0,0.078947368,-1,-74,0.666666667,-3,0,0
-1,0.282051282,-2,-3,0,0,0,0.026315789,-1,-100,0,-1,1,0
-1,0.166666667,-2,-4,0,0,0,0.078947368,-1,-107,0.222222222,-1,0,0
-2,0.205128205,-2,-4,0,0,0,0.131578947,-1,-178,0.333333333,-1,0,0
-1,0.064102564,-3,-2,0,0,0,0.078947368,-2,-93,0.555555556,-3,0,1
-1,0.115384615,-2,-3,0,0,0,0,-2,-123,0.222222222,-1,1,1
-2,0.102564103,-2,-2,0,0,0,0.078947368,-1,-89,0.444444444,-3,0,0
-1,0.397435897,-1,-2,0,0,0,0.026315789,-1,-46,0,-1,0,0
-2,0.371794872,-1,-4,0,0,0,0,-2,-6,0,-1,0,0
-2,0.346153846,-1,-5,0,0,0,0.026315789,-2,-5,0.111111111,-1,0,0
-1,0.371794872,-1,-2,0,0,0,0.157894737,-1,-23,0.111111111,-1,0,0
-1,0.205128205,-2,-2,0,0,0,0.184210526,-1,-4,0.555555556,-3,0,1
-1,0.346153846,-1,-4,0,0,0,0.026315789,-2,-93,0.777777778,-2,0,0
-1,0.115384615,-2,-2,0,0,0,0.263157895,-1,-5,0.888888889,-2,0,0
-2,0.435897436,-1,-3,0,0,0,0,-2,-6,0,-1,1,0
-1,0.102564103,-2,-2,0,0,0,0,-2,-25,0.222222222,-1,0,1
-1,0.08974359,-2,-2,0,0,0.058823529,0.236842105,-1,-13,0.666666667,-3,0,0
-1,0.423076923,-1,-2,0,0,0,0.026315789,-1,-5,0.111111111,-1,0,0
-2,0.141025641,-2,-2,0,0,0,0.026315789,-2,-231,0.111111111,-1,0,0
-1,0.269230769,-2,-2,0,0,0,0.026315789,-1,-5,0.222222222,-1,0,0
-1,0.358974359,-1,-3,0,0,0,0,-1,-232,0,-1,1,0
-1,0.128205128,-2,-3,0,0,0,0.157894737,-1,-12,0.333333333,-1,1,0
-1,0.5,-1,-2,0,0,0,0,-1,-46,0,-1,0,0
-1,0.064102564,-3,-4,0,0,0,0.052631579,-1,-233,0.444444444,-3,0,0
-1,0.205128205,-2,-2,0,0,0,0.710526316,-1,-66,0.888888889,-2,0,1
-1,0.115384615,-2,-2,0,0,0,0.078947368,-1,-5,0.222222222,-1,0,0
-1,0.08974359,-2,-2,0,0,0.058823529,0.184210526,-2,-29,0.888888889,-2,0,1
-1,0.166666667,-2,-3,0,0,0,0.026315789,-1,-12,0.666666667,-3,1,1
-1,0.243589744,-2,-2,0,0,0,0.210526316,-1,-74,0.111111111,-1,0,0
-1,0.423076923,-1,-2,0,0,0,0,-1,-3,0.111111111,-1,0,1
-1,0.423076923,-1,-4,0,0,0,0.078947368,-2,-132,0.111111111,-1,0,0
-1,0.128205128,-2,-2,0,0.076923077,0,0.210526316,-1,-101,0.555555556,-3,0,0
-1,0.487179487,-1,-3,0,0,0,0.105263158,-1,-3,0,-1,1,0
-1,0.346153846,-1,-2,0,0,0,0.394736842,-1,-135,0.888888889,-2,0,1
-1,0.102564103,-2,-3,0,0,0,0.184210526,-1,-119,0.555555556,-3,1,1
-1,0.192307692,-2,-3,0,0,0,0.184210526,-1,-46,0.777777778,-2,1,1
-1,0.064102564,-3,-3,0,0,0.176470588,0,-2,-6,0.333333333,-1,1,0
-1,0.166666667,-2,-2,0,0,0,0,-2,-234,0.111111111,-1,0,0
-1,0.166666667,-2,-1,0,0,0,0,-2,-6,0.222222222,-1,0,0
-1,0.012820513,-3,-4,0.05,0,0,0.026315789,-1,-5,0.888888889,-2,0,0
-1,0.179487179,-2,-3,0,0,0,0,-1,-181,0,-1,1,0
-1,0.153846154,-2,-3,0,0,0,0.026315789,-2,-68,0.222222222,-1,1,1
-2,0.384615385,-1,-4,0,0,0,0.236842105,-1,-5,0.555555556,-3,0,0
-1,0.615384615,-1,-3,0,0,0,0.026315789,-1,-5,0,-1,1,0
-2,0.282051282,-2,-2,0,0,0,0,-1,-67,0,-1,0,0
-1,0.525641026,-1,-2,0,0,0,0.105263158,-2,-6,0.111111111,-1,0,0
-1,0.08974359,-2,-2,0,0,0,0.131578947,-1,-5,0.666666667,-3,0,0
-1,0.115384615,-2,-2,0,0,0,0.078947368,-2,-122,0.666666667,-3,0,0
-1,0.051282051,-3,-2,0,0,0,0,-1,-12,0.222222222,-1,0,0
-1,0.512820513,-1,-3,0,0,0,0.026315789,-1,-149,0,-1,1,0
-1,0.397435897,-1,-2,0,0,0,0.026315789,-2,-6,0,-1,0,0
-1,0.141025641,-2,-3,0,0,0,0.052631579,-1,-12,0.222222222,-1,1,0
-2,0.333333333,-2,-3,0,0,0,0.289473684,-1,-2,0.666666667,-3,1,1
-1,0.076923077,-3,-2,0,0,0,0.052631579,-1,-74,0.333333333,-1,0,0
-1,0.115384615,-2,-2,0,0,0,0,-1,-52,0.777777778,-2,0,1
-2,0.205128205,-2,-2,0,0,0,0.131578947,-1,-101,0.444444444,-3,0,1
-1,0.076923077,-3,-3,0,0,0,0,-1,-49,0.444444444,-3,1,0
-2,0.217948718,-2,-3,0,0.076923077,0,0.078947368,-1,-82,0.333333333,-1,1,0
-1,0.602564103,-1,-3,0,0,0,0.105263158,-2,-6,0.222222222,-1,1,0
-1,0.141025641,-2,-2,0,0.153846154,0.058823529,0.184210526,-1,-12,0.777777778,-2,0,1
-1,0.153846154,-2,-2,0.05,0,0,0.131578947,-1,-72,0.888888889,-2,0,1
-1,0.064102564,-3,-2,0,0.076923077,0.058823529,0.026315789,-1,-7,0.111111111,-1,0,0
-1,0.179487179,-2,-3,0,0,0,0.052631579,-1,-14,0.333333333,-1,1,1
-1,0.051282051,-3,-3,0,0,0,0.052631579,-1,-5,0.444444444,-3,1,0
-1,0.038461538,-3,-2,0,0,0,0,-2,-6,0.222222222,-1,0,0
-2,0.320512821,-2,-3,0,0,0,0,-2,-6,0.111111111,-1,1,0
-1,0.141025641,-2,-2,0,0,0,0,-1,-235,0.777777778,-2,0,0
-1,0.320512821,-2,-2,0,0,0,0.026315789,-1,-104,0.222222222,-1,0,0
-1,0.08974359,-2,-2,0,0,0,0.026315789,-1,-5,0.111111111,-1,0,0
-1,0.371794872,-1,-3,0,0,0,0,-2,-6,0,-1,1,0
-2,0.038461538,-3,-2,0,0,0,0,-1,-12,0.444444444,-3,0,0
-2,0.08974359,-2,-2,0,0,0,0.026315789,-2,-132,0.555555556,-3,0,0
-1,0.461538462,-1,-3,0,0,0,0,-2,-6,0,-1,1,0
-1,0.205128205,-2,-2,0,0,0.058823529,0.078947368,-1,-236,0,-1,0,1
-2,0.128205128,-2,-2,0,0,0,0.052631579,-2,-6,0.111111111,-1,0,0
-2,0.448717949,-1,-3,0,0,0,0.105263158,-1,-55,0,-1,1,1
-1,0.461538462,-1,-2,0,0,0,0,-2,-237,0,-1,0,0
-1,0.243589744,-2,-4,0,0,0,0.078947368,-1,-5,0,-1,0,1
-1,0.205128205,-2,-2,0,0,0,0.052631579,-1,-11,0.333333333,-1,0,0
-1,0.41025641,-1,-4,0,0,0,0.289473684,-2,-238,0.888888889,-2,0,0
-2,0.538461538,-1,-3,0,0,0,0,-1,-15,0,-1,1,1
-1,0.051282051,-3,-2,0,0,0,0,-1,-12,0.333333333,-1,0,0
-1,0.423076923,-1,-2,0,0,0,0.078947368,-1,-11,0.666666667,-3,0,0
-1,0.141025641,-2,-2,0,0,0,0,-1,-46,0.111111111,-1,0,1
-2,0.128205128,-2,-2,0,0,0,0.026315789,-1,-31,0.444444444,-3,0,0
-1,0.230769231,-2,-3,0,0,0,0.157894737,-1,-12,0.666666667,-3,1,0
-1,0.128205128,-2,-2,0,0,0.058823529,0.131578947,-2,-5,0.555555556,-3,0,0
-1,0.192307692,-2,-3,0,0,0,0,-1,-87,0,-1,1,1
-1,0.320512821,-2,-3,0,0,0,0.105263158,-2,-6,0.111111111,-1,1,0
-1,0.346153846,-1,-4,0,0,0,0.026315789,-2,-6,0.555555556,-3,0,0
-1,0.179487179,-2,-3,0,0,0,0.131578947,-1,-101,0.444444444,-3,1,1
-2,0.217948718,-2,-2,0,0,0,0,-1,-3,0.222222222,-1,0,1
-1,0.064102564,-3,-2,0,0,0,0.026315789,-1,-221,0.333333333,-1,0,1
-1,0.294871795,-2,-4,0,0,0,0.026315789,-2,-82,0,-1,0,0
-1,0.08974359,-2,-1,1,0,0,0.631578947,-1,-5,1,-2,0,1
-1,0.217948718,-2,-4,0,0.076923077,0,0.315789474,-1,-52,0.888888889,-2,0,0
-1,0.08974359,-2,-2,0,0,0,0.105263158,-1,-57,0.555555556,-3,0,1
-1,0.653846154,-1,-3,0,0,0,0.157894737,-1,-13,0.111111111,-1,1,1
-1,0.076923077,-3,-6,0,0,0,0,-2,-6,0.222222222,-1,0,0
-1,0.038461538,-3,-2,0,0,0,0.078947368,-1,-87,0.555555556,-3,0,1
-1,0.128205128,-2,-4,0,0,0,0,-1,-12,0.333333333,-1,0,0
-1,0.371794872,-1,-2,0,0,0,0.605263158,-1,-26,0.666666667,-3,0,1
-1,0.525641026,-1,-1,0,0,0,0.026315789,-1,-49,0,-1,0,0
-1,0.141025641,-2,-2,0,0.076923077,0,0.342105263,-1,-62,1,-2,0,1
-1,0.230769231,-2,-3,0,0,0,0.368421053,-1,-12,0.333333333,-1,1,1
-1,0.102564103,-2,-2,0,0,0,0.236842105,-1,-118,0.777777778,-2,0,1
-1,0.166666667,-2,-1,0,0,0,0,-2,-93,0,-1,0,0
-1,0.179487179,-2,-2,0,0,0,0.210526316,-1,-12,0.222222222,-1,0,1
-2,0.115384615,-2,-3,0,0,0,0.078947368,-1,-5,0.666666667,-3,1,1
-1,0.128205128,-2,-3,0,0,0,0,-1,-71,0.666666667,-3,1,0
-1,0.384615385,-1,-3,0,0,0,0.026315789,-2,-68,0,-1,1,1
-1,0.064102564,-3,-3,0,0,0,0.052631579,-1,-5,0.666666667,-3,1,1
-1,0.333333333,-2,-3,0,0,0,0,-2,-6,0,-1,1,0
-1,0.307692308,-2,-2,0,0,0,0.184210526,-2,-33,0.444444444,-3,0,0
-1,0.269230769,-2,-2,0,0,0,0.131578947,-1,-12,0.666666667,-3,0,0
