a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
0.150684932,-3,0.191148357,-1,0.8,-2,-4,-2,-1,-1,0,0,0.448979592,-1,1,0
0.178082192,-3,0.226633246,-6,0.6,-1,-9,-1,-2,-2,0,0,0.397959184,-1,0,0
0.191780822,-3,0.205925343,-2,0.533333333,-1,-5,-5,-1,-2,0,0,0.397959184,-5,1,0
0.273972603,-3,0.119388607,-10,0.666666667,-1,-1,-4,-1,-2,0,0,0.37755102,-1,1,0
0.191780822,-3,0.115938423,-6,0.6,-2,-2,-2,-1,-1,0,0,0.5,-3,1,1
0.397260274,-2,0.158023871,-4,0.866666667,-2,-2,-2,-1,-1,0,0,0.448979592,-1,1,1
0.246575342,-4,0.16094174,-2,0.533333333,-2,-1,-2,-2,-1,0,0,0.602040816,-1,0,1
0.136986301,-3,0.084936394,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.530612245,-1,1,0
0.328767123,-3,0.21393045,-16,0.066666667,-2,-11,-2,-1,-1,0,0,0.346938776,-5,1,0
0.02739726,-3,0.122941447,-6,0.6,-1,-5,-4,-1,-2,0,0,0.193877551,-1,1,0
0.04109589,-3,0.147608054,-6,0.6,-1,-6,-1,-1,-1,0,0,0.448979592,-1,1,0
0.575342466,-4,0.135069779,-2,0.533333333,-7,-6,-5,-1,-2,0,0,0.397959184,-10,1,0
0.315068493,-3,0.136131688,-1,0.8,-1,-5,-1,-1,-1,0,0,0.367346939,-1,1,0
0.534246575,-2,0.126766902,-6,0.6,-2,-6,-2,-1,-1,0,0,0.602040816,-1,1,0
0.219178082,-3,0.231691929,-4,0.866666667,-2,-4,-2,-1,-1,0.150241502,0,0.43877551,-1,1,1
0.178082192,-6,0.130504658,-6,0.6,-1,-2,-1,-1,-2,0,0,0.602040816,-1,1,0
0.397260274,-3,0.116437425,-2,0.533333333,-2,-9,-2,-1,-1,0,0,0.5,-1,1,0
0.602739726,-6,0.048023843,-2,0.533333333,-2,-2,-2,-1,-1,0,0,0.346938776,-1,1,1
0.452054795,-6,0.189965437,-2,0.533333333,-2,-2,-2,-1,-1,0.07298073,0,0.397959184,-1,1,1
0.109589041,-3,0.154906128,-2,0.533333333,-1,-5,-4,-1,-1,0,0,0.295918367,-1,1,0
0.315068493,-3,0.34455408,-6,0.6,-3,-1,-5,-1,-2,0,0,0.387755102,-1,1,0
0.465753425,-3,0.196526565,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.540816327,-1,1,0
0.356164384,-1,0.103022837,-2,0.533333333,-2,-12,-2,-1,-1,0,0,0.397959184,-1,1,0
0.232876712,-3,0.070540119,-6,0.6,-2,-8,-2,-1,-1,0,0,0.540816327,-5,1,0
0.397260274,-3,0.062764797,-2,0.533333333,-2,-2,-2,-1,-1,0,0,0.448979592,-1,1,1
0.150684932,-1,0.293727939,-4,0.866666667,-2,-4,-3,-1,-2,0,0,0.5,-1,1,1
0.04109589,-3,0.178064851,-2,0.533333333,-1,-3,-4,-1,-1,0,0,0.275510204,-1,1,0
0.369863014,-3,0.122160312,-10,0.666666667,-2,-11,-2,-1,-1,0.034110341,0,0.397959184,-1,1,0
0.465753425,-3,0.183937303,-2,0.533333333,-7,-7,-5,-1,-1,0,0,0.397959184,-1,1,0
0.219178082,-3,0.068610735,-1,0.8,-2,-6,-2,-1,-1,0,0,0.602040816,-1,1,1
0.506849315,-3,0.05594601,-7,0.733333333,-2,-10,-2,-1,-1,0,0,0.397959184,-1,1,1
0.452054795,-3,0.081712597,-1,0.8,-2,-4,-3,-1,-2,0,0.453856749,0.397959184,-1,1,1
0.219178082,-3,0.111994675,-2,0.533333333,-3,-1,-1,-2,-2,0,0,0.397959184,-1,0,0
0.657534247,-3,0.228921585,-1,0.8,-2,-1,-2,-1,-1,0.106051061,0,0.193877551,-1,1,1
0.97260274,-2,0.130884009,-11,0.933333333,-2,-4,-2,-1,-1,0,0,0.397959184,-1,1,0
0.315068493,-3,0.114575345,-2,0.533333333,-3,-7,-1,-1,-1,0,0,0.397959184,-1,1,0
0.465753425,-3,0.154715773,-2,0.533333333,-3,-1,-1,-1,-2,0,0,0.428571429,-1,1,0
0.452054795,-3,0.097403286,-3,0.4,-3,-5,-1,-2,-2,0,0,0.397959184,-1,0,0
0.109589041,-3,0.265713124,-4,0.866666667,-2,-8,-1,-1,-1,0,0,1,-1,1,1
0.04109589,-3,0.270639239,-10,0.666666667,-1,-5,-1,-1,-1,0,0,0.295918367,-1,1,0
0.410958904,-3,0.115058711,-2,0.533333333,-2,-5,-2,-1,-1,0,0,0.397959184,-1,1,0
0.068493151,-3,0.118818902,-10,0.666666667,-1,-1,-4,-1,-2,0,0,0.295918367,-1,1,0
0.452054795,-1,0.233082881,-2,0.533333333,-2,-4,-2,-1,-1,0,0,0.479591837,-1,1,1
0.410958904,-3,0.021814681,-2,0.533333333,-1,-1,-5,-1,-2,0,0,0.397959184,-1,1,0
0.095890411,-5,0.187715169,-3,0.4,-1,-5,-1,-3,-1,0,0,0.448979592,-1,0,0
0.315068493,-3,0.13764569,-1,0.8,-3,-2,-1,-1,-2,0,0,0.448979592,-1,1,1
0.260273973,-3,0.273958894,-1,0.8,-2,-4,-2,-1,-1,0,0,0.397959184,-1,1,0
0.205479452,-3,0.128614025,-2,0.533333333,-2,-1,-2,-1,-1,0,0,0.397959184,-1,1,0
0.369863014,-3,0.104665329,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.397959184,-1,1,0
0.575342466,-4,0.020062736,-6,0.6,-1,-2,-4,-2,-2,0,0,0.397959184,-1,0,0
0.657534247,-3,0.071389918,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.295918367,-1,1,0
0.095890411,-1,0.120671464,-1,0.8,-1,-1,-1,-1,-2,0,0,0.653061224,-1,1,0
0.136986301,-5,0.158904262,-1,0.8,-1,-4,-4,-1,-1,0,0,0.346938776,-1,1,0
0.465753425,-3,0.153226245,-10,0.666666667,-3,-5,-1,-1,-1,0,0,0.397959184,-1,1,0
0.424657534,-3,0.114956055,-6,0.6,-2,-11,-2,-1,-1,0,0,0.397959184,-1,1,1
0.301369863,-3,0.013676326,-2,0.533333333,-2,-7,-2,-1,-1,0,0,0.602040816,-1,1,0
0.150684932,-3,0.292694584,-1,0.8,-2,-10,-2,-1,-1,0,0,0.397959184,-1,1,0
0.02739726,-3,0.117878684,-6,0.6,-1,-5,-4,-1,-2,0,0,0.244897959,-1,1,0
0.438356164,-5,0.070107061,-1,0.8,-3,-4,-1,-2,-2,0,0,0.397959184,-1,0,0
0.465753425,-5,0.110843708,-7,0.733333333,-2,-4,-2,-1,-1,0,0,0.602040816,-1,1,0
0.575342466,-3,0.093713799,-4,0.866666667,-2,-4,-2,-1,-1,0,0,0.551020408,-1,1,0
0.01369863,-3,0.154308549,-2,0.533333333,-1,-9,-4,-1,-2,0,0,0.397959184,-22,1,0
0.383561644,-4,0.208743956,-2,0.533333333,-2,-1,-2,-2,-1,0,0,0.806122449,-1,0,1
0.178082192,-5,0.150585749,-1,0.8,-2,-4,-2,-1,-1,0,0,0.5,-1,1,1
0.273972603,-3,0.103830486,-1,0.8,-3,-11,-1,-1,-1,0,0,0.346938776,-1,1,0
0.369863014,-3,0.22454478,-1,0.8,-1,-5,-1,-1,-1,0,0,0.397959184,-1,1,1
0.219178082,-3,0.141017012,-6,0.6,-2,-11,-2,-2,-1,0,0,0.397959184,-1,0,0
0.602739726,-6,0.067830959,-4,0.866666667,-2,-6,-2,-1,-1,0,0,0.397959184,-1,1,1
0.602739726,-5,0.208947228,-2,0.533333333,-2,-12,-2,-1,-1,0,0,0.397959184,-1,1,0
0.287671233,-3,0.044767413,-1,0.8,-2,-6,-2,-1,-1,0,0,0.418367347,-1,1,1
0.260273973,-3,0.082614063,-2,0.533333333,-2,-9,-2,-1,-1,0,0,0.448979592,-1,1,0
0.369863014,-6,0.20885681,-6,0.6,-2,-6,-2,-1,-1,0.051780518,0,0.602040816,-1,1,1
0.273972603,-3,0.128694246,-6,0.6,-5,-1,-4,-1,-1,0,0,0.62244898,-1,1,0
0.191780822,-3,0.012670164,-6,0.6,-3,-11,-5,-1,-2,0,0,0.193877551,-1,1,0
0.506849315,-3,0.058069148,-9,1,-2,-4,-2,-1,-1,0.150241502,0,0.448979592,-1,1,1
0.04109589,-3,0.130576721,-6,0.6,-1,-5,-4,-1,-1,0,0,0.153061224,-1,1,0
0.424657534,-2,0.156269205,-6,0.6,-2,-11,-2,-4,-1,0.076880769,0,0.397959184,-1,0,1
0.191780822,-3,0.147860954,-1,0.8,-3,-2,-1,-1,-1,0.046500465,0,0.448979592,-1,1,0
0.287671233,-3,0.127163248,-11,0.933333333,-2,-4,-2,-1,-1,0,0,0.397959184,-1,1,1
0.383561644,-2,0.158817243,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.397959184,-1,1,1
0.424657534,-3,0.228005841,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.397959184,-1,1,0
0.493150685,-3,0.005700452,-6,0.6,-2,-11,-2,-1,-1,0,0,0.397959184,-1,1,0
0.520547945,-3,0.110506507,-2,0.533333333,-7,-1,-4,-1,-2,0,0,0.397959184,-1,1,0
0.164383562,-3,0.151377762,-2,0.533333333,-1,-1,-1,-1,-2,0,0,0.397959184,-1,1,0
0.260273973,-3,0.231355409,-1,0.8,-2,-4,-2,-1,-1,0,0,0.602040816,-1,1,1
0.342465753,-2,0.104045315,-6,0.6,-2,-8,-2,-1,-1,0,0,0.602040816,-1,1,0
0.452054795,-3,0.23452482,-2,0.533333333,-3,-1,-5,-1,-2,0,0,0.397959184,-8,1,0
0.794520548,-2,0.132335465,-11,0.933333333,-2,-4,-2,-1,-1,0,0,0.346938776,-1,1,0
0.397260274,-3,0.170977527,-1,0.8,-2,-4,-2,-1,-1,0,0.436639118,0.397959184,-1,1,1
0.479452055,-4,0.012284015,-2,0.533333333,-3,-1,-5,-1,-2,0,0,0.397959184,-1,1,0
0.136986301,-3,0.109634274,-1,0.8,-1,-1,-1,-1,-2,0,0,0.397959184,-1,1,0
0.356164384,-3,0.271614809,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.448979592,-1,1,0
0.191780822,-3,0.062938156,-3,0.4,-5,-5,-1,-2,-2,0,0,0.418367347,-1,0,0
0.082191781,-3,0.109443919,-6,0.6,-1,-6,-1,-1,-2,0,0,0.295918367,-1,1,0
0.232876712,-3,0.290757042,-2,0.533333333,-1,-6,-1,-1,-2,0,0,0.234693878,-1,1,0
0.328767123,-2,0.132959558,-2,0.533333333,-2,-6,-6,-1,-2,0,0,0.397959184,-2,1,0
0.191780822,-3,0.116907194,-2,0.533333333,-1,-5,-4,-1,-2,0,0,0.295918367,-1,1,0
0.342465753,-3,0.035081744,-6,0.6,-1,-1,-4,-1,-2,0,0,0.397959184,-1,1,0
0.246575342,-3,0.013736832,-4,0.866666667,-1,-4,-1,-1,-1,0,0,0.448979592,-1,1,1
0.520547945,-3,0.212468795,-2,0.533333333,-5,-1,-1,-1,-2,0,0,0.244897959,-1,1,0
0.260273973,-1,0.122956403,-2,0.533333333,-7,-2,-1,-1,-2,0,0,0.397959184,-1,1,0
0.657534247,-2,0.104453899,-2,0.533333333,-2,-2,-2,-1,-1,0,0,0.591836735,-1,1,1
0.287671233,-5,0.103355958,-6,0.6,-1,-5,-1,-1,-1,0,0,0.112244898,-1,1,0
0.616438356,-3,0.121757167,-6,0.6,-7,-5,-1,-1,-2,0,0,0.193877551,-1,1,0
0.506849315,-6,0.103804652,-11,0.933333333,-2,-4,-2,-1,-1,1,0,0.602040816,-1,1,1
0.438356164,-3,0.09193194,-2,0.533333333,-3,-1,-1,-1,-1,0,0,0.397959184,-1,1,0
0.232876712,-3,0.119835941,-2,0.533333333,-2,-1,-3,-1,-2,0,0,0.397959184,-1,1,0
0.205479452,-3,0.133019384,-2,0.533333333,-1,-3,-4,-1,-2,0,0,0.397959184,-1,1,0
0.465753425,-6,0.146638603,-4,0.866666667,-2,-2,-2,-1,-1,0.150241502,0,0.5,-1,1,1
0.424657534,-2,0.260852274,-6,0.6,-2,-2,-2,-1,-1,0,0,0.602040816,-1,1,0
0.479452055,-4,0.128274106,-2,0.533333333,-3,-1,-1,-1,-2,0,0,0.428571429,-1,1,0
0.150684932,-2,0.139221557,-6,0.6,-1,-7,-1,-1,-1,0,0.404499541,0.397959184,-1,1,0
0.164383562,-3,0.078069338,-2,0.533333333,-2,-11,-2,-3,-1,0,0,0.397959184,-1,0,0
0.287671233,-3,0.035145649,-1,0.8,-1,-1,-1,-1,-2,0,0,0.5,-1,1,0
0.547945205,-3,0.086718253,-2,0.533333333,-2,-6,-2,-1,-1,0,0,0.5,-1,1,1
0.356164384,-4,0.241818135,-1,0.8,-2,-4,-2,-1,-1,0,0,0.397959184,-1,1,1
0.273972603,-1,0.083190567,-6,0.6,-5,-1,-1,-1,-1,0,0,0.397959184,-1,1,0
0.178082192,-3,0.151604828,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.397959184,-1,1,0
0.493150685,-3,0.051508019,-2,0.533333333,-2,-7,-2,-1,-1,0,0,0.479591837,-1,1,1
0.767123288,-3,0.010883546,-2,0.533333333,-7,-5,-1,-1,-2,0,0,0.367346939,-1,1,0
0.068493151,-6,0.095005493,-6,0.6,-1,-11,-4,-1,-1,0,0,0.346938776,-1,1,0
0.191780822,-3,0.101856913,-2,0.533333333,-1,-6,-1,-1,-2,0,0,0.448979592,-1,1,0
0.287671233,-3,0.119552448,-1,0.8,-2,-4,-2,-1,-1,0,0.433195592,0.397959184,-1,1,1
0.452054795,-2,0.22433267,-6,0.6,-2,-11,-2,-1,-1,0,0,0.346938776,-1,1,0
0.273972603,-3,0.254029407,-6,0.6,-2,-1,-2,-1,-1,0,0,0.367346939,-1,1,0
0.369863014,-5,0.269036858,-1,0.8,-3,-12,-1,-1,-1,0,0,0.397959184,-1,1,0
0.410958904,-3,0.127106142,-1,0.8,-1,-2,-5,-2,-2,0,0,0.448979592,-1,0,0
0.136986301,-3,0.069385752,-6,0.6,-2,-5,-2,-1,-1,0,0,0.397959184,-1,1,0
0.150684932,-3,0.092816411,-7,0.733333333,-1,-5,-1,-1,-2,0,0,0.806122449,-1,1,0
0.109589041,-3,0.210597878,-2,0.533333333,-1,-10,-1,-2,-2,0,0,0.397959184,-1,0,0
0.04109589,-3,0.148754263,-6,0.6,-1,-5,-5,-1,-2,0,0,0.397959184,-1,1,0
0.465753425,-5,0.094487456,-1,0.8,-2,-1,-2,-1,-1,0,0,0.397959184,-1,1,1
0.397260274,-3,0.078343313,-1,0.8,-2,-6,-2,-1,-1,0,0.453856749,0.397959184,-1,1,1
0.684931507,-3,0.107288828,-1,0.8,-2,-12,-2,-1,-1,0.065140651,0,0.06122449,-1,1,1
0.410958904,-3,0.253149695,-2,0.533333333,-2,-7,-2,-1,-1,0,0,0.346938776,-1,1,0
0.342465753,-3,0.223732372,-2,0.533333333,-2,-6,-2,-1,-1,0,0,0.397959184,-1,1,0
0.479452055,-3,0.117623064,-2,0.533333333,-1,-6,-1,-1,-1,0,0.43067034,0.5,-1,1,0
0.342465753,-4,0.098683423,-7,0.733333333,-3,-4,-5,-3,-2,0,0,0.397959184,-12,0,1
0.054794521,-3,0.102145845,-6,0.6,-1,-8,-4,-2,-1,0,0,0.091836735,-1,0,0
0.452054795,-3,0.051094677,-2,0.533333333,-2,-1,-3,-1,-2,0.051780518,0,0.397959184,-1,1,1
0.397260274,-3,0.119034411,-6,0.6,-2,-7,-2,-1,-1,0,0,0.397959184,-1,1,0
0.410958904,-2,0.24226071,-1,0.8,-2,-6,-2,-1,-1,0.150241502,0,0.5,-1,1,1
0.547945205,-3,0.114412184,-13,0.333333333,-2,-5,-2,-1,-1,0,0,0.397959184,-1,1,0
0.273972603,-3,0.015955147,-1,0.8,-1,-2,-1,-1,-1,0,0,0.448979592,-1,1,0
0.452054795,-3,0.276941349,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.397959184,-1,1,0
0.630136986,-2,0.531675749,-16,0.066666667,-7,-5,-5,-1,-2,0,0,0.295918367,-23,1,0
0.301369863,-3,0.179908575,-2,0.533333333,-2,-7,-2,-1,-1,0,0,0.653061224,-1,1,0
0.397260274,-3,0.180763813,-4,0.866666667,-2,-4,-2,-2,-1,0,0,0.346938776,-1,0,0
0.260273973,-3,0.067731023,-2,0.533333333,-2,-3,-2,-1,-1,0,0,0.397959184,-1,1,0
0.123287671,-3,0.181057504,-12,0.133333333,-2,-11,-2,-1,-1,0,0.373737374,0.5,-1,1,0
0.054794521,-3,0.15155452,-6,0.6,-1,-5,-1,-1,-1,0,0,0.571428571,-1,1,0
0.328767123,-3,0.170977527,-7,0.733333333,-2,-10,-2,-1,-1,0,0,0.397959184,-1,1,0
0.369863014,-5,0.014389477,-6,0.6,-1,-5,-4,-2,-1,0,0,0.397959184,-1,0,0
0.068493151,-3,0.030220893,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.397959184,-1,1,0
0.164383562,-4,0.195277701,-6,0.6,-1,-13,-1,-2,-1,0,0,0.602040816,-1,0,0
0.164383562,-3,0.275982096,-2,0.533333333,-1,-5,-5,-2,-2,0,0,0.397959184,-29,0,0
0.561643836,-6,0.117627144,-6,0.6,-2,-7,-3,-1,-2,0,0,0.397959184,-1,1,1
0.260273973,-2,0.113476725,-11,0.933333333,-2,-4,-2,-1,-1,0,0,0.5,-1,1,0
0.178082192,-3,0.132795716,-10,0.666666667,-2,-2,-2,-1,-1,0,0,0.479591837,-1,1,0
0.273972603,-3,0.012848282,-1,0.8,-2,-9,-2,-1,-1,0,0,0.428571429,-1,1,1
0.164383562,-3,0.165328063,-10,0.666666667,-1,-9,-1,-1,-1,0,0,0.397959184,-1,1,0
0.123287671,-3,0.128104826,-12,0.133333333,-1,-1,-4,-1,-2,0,0,0.397959184,-5,1,0
0.356164384,-3,0.049102068,-2,0.533333333,-2,-6,-2,-1,-1,0,0,0.448979592,-1,1,0
0.438356164,-3,0.07590541,-2,0.533333333,-2,-11,-3,-1,-2,0,0,0.397959184,-1,1,1
0.383561644,-4,0.18305895,-1,0.8,-2,-2,-2,-1,-1,0,0,0.397959184,-1,1,0
0.150684932,-3,0.121802036,-1,0.8,-1,-4,-1,-1,-2,0,0,0.397959184,-1,1,0
0.465753425,-3,0.112769692,-2,0.533333333,-3,-1,-5,-1,-2,0,0,0.397959184,-1,1,0
0.205479452,-3,0.336915406,-6,0.6,-2,-3,-2,-1,-1,0,0,0.5,-9,1,1
0.095890411,-3,0.056093535,-2,0.533333333,-1,-9,-4,-1,-2,0,0,0.397959184,-1,1,0
0.246575342,-3,0.071606786,-9,1,-2,-4,-2,-1,-1,0.07298073,0,0.397959184,-1,1,1
0.328767123,-1,0.089167034,-1,0.8,-2,-4,-2,-1,-1,0,0,0.397959184,-1,1,1
0.424657534,-3,0.028191573,-1,0.8,-2,-11,-2,-1,-1,0,0,0.448979592,-1,1,1
0.602739726,-5,0.059483213,-2,0.533333333,-7,-1,-5,-1,-2,0.014710147,0,0.346938776,-1,1,0
0.04109589,-3,0.068735146,-6,0.6,-1,-1,-4,-1,-1,0,0,0.295918367,-1,1,0
0.136986301,-3,0.120165663,-2,0.533333333,-1,-6,-1,-1,-1,0,0,0.5,-1,1,1
0.520547945,-3,0.073519854,-6,0.6,-2,-7,-2,-1,-1,0,0,0.234693878,-1,1,1
0.301369863,-3,0.047673046,-2,0.533333333,-2,-1,-2,-1,-1,0,0,0.397959184,-1,1,1
0.479452055,-3,0.105111303,-2,0.533333333,-7,-5,-5,-3,-2,0,0,0.397959184,-4,0,1
0.095890411,-3,0.190225815,-2,0.533333333,-1,-6,-4,-2,-2,0,0,0.193877551,-1,0,0
0.164383562,-3,0.184590628,-3,0.4,-1,-5,-5,-2,-2,0,0,0.397959184,-1,0,0
0.109589041,-3,0.118780831,-2,0.533333333,-1,-9,-6,-1,-1,0,0,0.397959184,-1,1,0
0.04109589,-3,0.211226049,-6,0.6,-1,-9,-1,-1,-2,0,0,0.397959184,-1,1,0
0.082191781,-3,0.177760963,-2,0.533333333,-1,-9,-1,-2,-1,0,0,0.346938776,-1,0,0
0.547945205,-3,0.170863994,-11,0.933333333,-2,-4,-2,-1,-1,0,0,0.602040816,-1,1,0
0.465753425,-3,0.090417258,-10,0.666666667,-2,-4,-2,-1,-1,0,0,0.397959184,-1,1,1
0.219178082,-3,0.018295833,-6,0.6,-1,-4,-1,-1,-2,0.036740367,0,0.153061224,-1,1,0
0.301369863,-3,0.109569009,-1,0.8,-1,-4,-1,-1,-1,0,0,0.397959184,-1,1,0
0.315068493,-3,0.153885009,-2,0.533333333,-2,-2,-2,-1,-1,0,0,0.397959184,-1,1,1
0.739726027,-3,0.173997373,-1,0.8,-3,-10,-4,-1,-2,0.023290233,0,0.153061224,-1,1,0
0.287671233,-1,0.013876199,-6,0.6,-2,-2,-2,-1,-1,0,0,0.397959184,-1,1,0
0.150684932,-1,0.144217695,-11,0.933333333,-1,-4,-5,-1,-1,0,0,0.397959184,-1,1,0
0.547945205,-3,0.051411482,-4,0.866666667,-4,-4,-1,-1,-2,0,0,0.397959184,-1,1,0
0.410958904,-3,0.02249452,-6,0.6,-3,-1,-1,-1,-1,0,0,0.397959184,-1,1,0
0.575342466,-1,0.062269195,-2,0.533333333,-1,-1,-4,-1,-1,0,0,0.397959184,-1,1,0
0.123287671,-3,0.123279327,-2,0.533333333,-1,-6,-1,-5,-1,0,0,0.397959184,-1,0,0
0.246575342,-3,0.115809253,-1,0.8,-1,-1,-4,-1,-2,0,0,0.397959184,-1,1,0
0.602739726,-6,0.082259867,-1,0.8,-2,-2,-2,-1,-1,0,0,0.5,-10,1,1
0.232876712,-3,0.308197637,-6,0.6,-1,-4,-1,-1,-1,0,0,0.5,-1,1,1
0.205479452,-6,0.126447378,-1,0.8,-2,-11,-2,-1,-1,0.076880769,0,0.5,-1,1,1
0.342465753,-3,0.10888917,-2,0.533333333,-5,-6,-4,-1,-2,0,0,0.397959184,-1,1,0
0.301369863,-3,0.120598041,-6,0.6,-2,-11,-2,-1,-1,0,0,0.397959184,-1,1,0
0.561643836,-3,0.080790055,-12,0.133333333,-3,-9,-1,-2,-1,0,0,0.397959184,-1,0,0
0.602739726,-2,0.011084099,-2,0.533333333,-2,-8,-2,-1,-1,0,0.424242424,0.602040816,-1,1,1
0.315068493,-3,0.096143544,-13,0.333333333,-1,-11,-6,-2,-1,0,0,0.551020408,-1,0,0
0.191780822,-3,0.019804397,-1,0.8,-1,-10,-1,-1,-1,0,0,0.367346939,-1,1,0
0.260273973,-3,0.120598041,-2,0.533333333,-1,-6,-1,-1,-1,0,0,0.5,-1,1,0
0.082191781,-3,0.114247663,-6,0.6,-1,-9,-4,-1,-1,0,0,0.397959184,-1,1,0
0.219178082,-3,0.062684576,-2,0.533333333,-1,-11,-1,-1,-1,0,0,0.408163265,-1,1,0
0.479452055,-3,0.090152801,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.397959184,-1,1,1
0.068493151,-3,0.060961864,-2,0.533333333,-1,-5,-1,-1,-2,0,0,0.234693878,-1,1,0
0.465753425,-3,0.128942388,-6,0.6,-3,-6,-5,-1,-2,0,0,0.397959184,-26,1,0
0.191780822,-4,0.105064394,-10,0.666666667,-1,-2,-1,-1,-2,0,0,0.397959184,-1,1,0
0.438356164,-6,0.165877373,-2,0.533333333,-3,-2,-5,-1,-2,0,0,0.397959184,-1,1,0
0.438356164,-3,0.107096434,-2,0.533333333,-2,-9,-3,-2,-2,0,0,0.397959184,-1,0,0
0.493150685,-4,0.143833586,-6,0.6,-7,-1,-1,-2,-2,0,0,0.397959184,-1,0,0
0.479452055,-3,0.094133939,-2,0.533333333,-2,-2,-2,-3,-1,1,0,0.397959184,-29,0,1
0.04109589,-3,0.292864543,-13,0.333333333,-1,-3,-4,-1,-1,0,0,0.397959184,-1,1,0
0.123287671,-3,0.265150217,-7,0.733333333,-1,-5,-4,-2,-1,0,0,0.397959184,-1,0,0
0.356164384,-3,0.141257675,-4,0.866666667,-1,-5,-1,-1,-2,0,0,0.295918367,-13,1,0
0.397260274,-6,0.057895109,-1,0.8,-2,-6,-2,-1,-1,0,0,0.520408163,-1,1,0
0.356164384,-5,0.105670131,-10,0.666666667,-1,-1,-1,-1,-2,0,0,0.346938776,-1,1,0
0.328767123,-3,0.060208602,-2,0.533333333,-3,-6,-5,-2,-2,0,0,0.397959184,-1,0,0
0.369863014,-2,0.147467327,-2,0.533333333,-2,-7,-2,-1,-1,0,0,0.551020408,-1,1,0
0.506849315,-3,0.296061827,-2,0.533333333,-2,-8,-2,-1,-1,0,0,0.397959184,-1,1,0
0.657534247,-3,0.125768218,-4,0.866666667,-2,-6,-2,-1,-1,0.200512005,0,0.397959184,-1,1,1
0.205479452,-3,0.05687535,-1,0.8,-3,-2,-5,-1,-2,0,0,0.397959184,-9,1,0
0.109589041,-3,0.132725013,-6,0.6,-5,-1,-4,-1,-1,0,0,0.397959184,-1,1,0
0.082191781,-3,0.015842294,-1,0.8,-1,-6,-1,-1,-1,0,0,0.5,-1,1,0
0.109589041,-5,0.101521752,-1,0.8,-1,-4,-1,-1,-1,0,0,0.448979592,-1,1,0
0.02739726,-3,0.07159115,-6,0.6,-1,-3,-4,-1,-1,0,0,0.5,-1,1,0
0.273972603,-2,0.083990738,-2,0.533333333,-2,-2,-2,-1,-1,0,0,0.602040816,-1,1,0
0.383561644,-3,0.077184867,-6,0.6,-1,-9,-4,-1,-1,0,0,0.448979592,-1,1,0
0.273972603,-3,0.227982047,-2,0.533333333,-1,-6,-1,-2,-1,0,0,0.43877551,-1,0,0
0.315068493,-2,0.171696797,-6,0.6,-3,-2,-6,-1,-1,0,0.359044995,0.704081633,-11,1,1
0,-3,0.022249099,-3,0.4,-1,-5,-4,-1,-1,0,0,0.040816327,-1,1,0
0.136986301,-3,0.010969206,-1,0.8,-1,-10,-1,-1,-2,0,0,0.397959184,-1,1,0
0.575342466,-3,0.144909772,-2,0.533333333,-3,-6,-5,-1,-2,0,0.404499541,0.295918367,-1,1,0
0.02739726,-4,0.14982433,-2,0.533333333,-1,-1,-5,-2,-2,0,0,0.397959184,-1,0,0
0.356164384,-3,0.152636145,-13,0.333333333,-1,-9,-1,-2,-1,0,0,0.397959184,-1,0,0
0.342465753,-3,0.147426537,-13,0.333333333,-1,-7,-5,-1,-1,0,0,0.397959184,-1,1,1
0.506849315,-3,0.261359434,-2,0.533333333,-2,-7,-2,-2,-1,0.050130501,0,0.397959184,-1,0,0
0.506849315,-2,0.068656284,-4,0.866666667,-2,-6,-2,-1,-1,0,0,0.5,-1,1,0
0.465753425,-3,0.158232581,-13,0.333333333,-2,-3,-2,-1,-1,0.021050211,0,0.448979592,-1,1,0
0.452054795,-3,0.084331337,-2,0.533333333,-2,-7,-2,-1,-1,0,0,0.602040816,-1,1,1
0.315068493,-3,0.167870662,-2,0.533333333,-1,-1,-1,-1,-2,0,0,0.397959184,-1,1,0
0.520547945,-3,0.211591803,-7,0.733333333,-2,-10,-2,-1,-1,0,0,0.244897959,-1,1,0
0.452054795,-3,0.067580778,-2,0.533333333,-3,-1,-1,-1,-2,0,0,0.397959184,-1,1,0
0.191780822,-3,0.036062752,-2,0.533333333,-2,-11,-2,-1,-1,0,0,0.5,-1,1,0
0.095890411,-3,0.154836104,-2,0.533333333,-2,-5,-2,-1,-1,0,0,0.448979592,-1,1,1
0.178082192,-3,0.011188114,-3,0.4,-3,-6,-4,-1,-1,0,0,0.397959184,-1,1,0
0.301369863,-5,0.230369642,-7,0.733333333,-2,-11,-3,-1,-2,0,0,0.5,-1,1,1
0.273972603,-3,0.088476317,-2,0.533333333,-3,-7,-1,-1,-1,0,0,0.5,-1,1,0
