sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,decile_score,score_text,,
-1,0.538461538,-2,-1,0,0,0,0.026315789,-1,-362,0.363636364,-1,0,0
-1,0.230769231,-1,-2,0,0,0,0.447368421,-1,-362,1,-3,1,1
-1,0.107692308,-1,-2,0,0,0,0.026315789,-1,-144,0.272727273,-1,1,0
-1,0.215384615,-1,-2,0,0,0,0.157894737,-1,-265,0.636363636,-2,1,1
-2,0.2,-1,-1,0,0,0,0,-2,-35,0.909090909,-3,0,0
-1,0.261538462,-1,-2,0,0,0,0.026315789,-1,-21,0.181818182,-1,1,1
-2,0.384615385,-1,-2,0,0,0.058823529,0.236842105,-2,-35,0.909090909,-3,1,0
-1,0.276923077,-1,-1,0,0,0,0,-2,-363,0.181818182,-1,0,0
-1,0.215384615,-1,-2,0,0,0,0.105263158,-1,-362,0.636363636,-2,1,1
-1,0.507692308,-2,-1,0,0,0,0.184210526,-1,-318,0.363636364,-1,0,0
-1,0.123076923,-1,-1,0,0,0,0.026315789,-1,-362,0.363636364,-1,0,0
-1,0.046153846,-3,-2,0,0,0,0,-1,-162,1,-3,1,0
-1,0.276923077,-1,-2,0,0,0,0.052631579,-2,-91,0.272727273,-1,1,0
-1,0.507692308,-2,-1,0,0,0,0,-2,-35,0.181818182,-1,0,0
-2,0.092307692,-3,-1,0,0,0,0.052631579,-1,-362,0.727272727,-2,0,0
-2,0.061538462,-3,-2,0,0.125,0,0.026315789,-2,-283,0.636363636,-2,1,0
-2,0.138461538,-1,-2,0,0,0,0.078947368,-1,-290,0.545454545,-2,1,0
-2,0.153846154,-1,-1,0,0,0,0,-1,-9,0.545454545,-2,0,0
-1,0.307692308,-1,-1,0,0,0,0,-1,-253,0.181818182,-1,0,0
-1,0.753846154,-2,-1,0,0,0,0.026315789,-1,-167,0.363636364,-1,0,0
-1,0.184615385,-1,-2,0,0,0.058823529,0.131578947,-1,-120,0.636363636,-2,1,1
-1,0.6,-2,-2,0,0,0,0,-2,-55,0.181818182,-1,1,0
-1,0.046153846,-3,-2,0,0,0,0,-1,-162,0.727272727,-2,1,0
-1,0.276923077,-1,-1,0,0,0,0.263157895,-2,-23,0.545454545,-2,0,1
-2,0.476923077,-2,-1,0,0,0,0.026315789,-2,-182,0.181818182,-1,0,0
-1,0.276923077,-1,-2,0.1,0,0,0.131578947,-1,-230,1,-3,1,0
-1,0.553846154,-2,-1,0,0,0,0.052631579,-1,-362,0.272727273,-1,0,0
-1,0.646153846,-2,-1,0,0,0,0.078947368,-2,-316,0.181818182,-1,0,0
-1,0.107692308,-1,-1,0,0,0,0.052631579,-1,-215,0.545454545,-2,0,0
-1,0.092307692,-3,-1,0,0,0,0,-1,-215,0.454545455,-1,0,0
-1,0.292307692,-1,-2,0,0,0,0.131578947,-1,-266,0.636363636,-2,1,0
-2,0.030769231,-3,-2,0,0,0,0,-1,-167,0.818181818,-3,1,0
-1,0.338461538,-1,-1,0,0,0,0.105263158,-1,-286,0.727272727,-2,0,0
-1,0.107692308,-1,-1,0,0,0,0.052631579,-2,-212,0.818181818,-3,0,0
-2,0.323076923,-1,-1,0,0,0,0,-1,-14,0.181818182,-1,0,1
-1,0.215384615,-1,-2,0,0,0,0,-2,-35,0.272727273,-1,1,0
-1,0.076923077,-3,-1,0,0,0,0,-2,-35,0.909090909,-3,0,0
-2,0.507692308,-2,-2,0,0,0,0.421052632,-1,-266,0.818181818,-3,1,0
-1,0.046153846,-3,-2,0,0,0,0,-2,-116,0.454545455,-1,1,0
-1,0.292307692,-1,-2,0,0,0,0.131578947,-1,-120,0.272727273,-1,1,0
-1,0.138461538,-1,-2,0,0,0,0.236842105,-1,-220,0.727272727,-2,1,1
-1,0.092307692,-3,-1,0,0,0,0,-1,-5,0.272727273,-1,0,0
-1,0.6,-2,-2,0,0,0,0,-1,-4,0.181818182,-1,1,0
-1,0.323076923,-1,-2,0,0,0,0.026315789,-1,-362,0.363636364,-1,1,0
-1,0.153846154,-1,-2,0,0,0,0.026315789,-2,-359,0.727272727,-2,1,0
-1,0.076923077,-3,-2,0,0,0,0,-1,-47,0.363636364,-1,1,0
-1,1,-2,-2,0,0,0,0,-2,-35,0.181818182,-1,1,0
-1,0.169230769,-1,-2,0,0,0,0,-1,-50,0.272727273,-1,1,0
-1,0.2,-1,-2,0,0,0,0.026315789,-1,-32,0.363636364,-1,1,0
-1,0.138461538,-1,-2,0,0,0,0.078947368,-2,-181,0.727272727,-2,1,0
-1,0.753846154,-2,-1,0,0,0,0,-2,-35,0.181818182,-1,0,0
-1,0.584615385,-2,-1,0,0,0,0.342105263,-1,-362,0.272727273,-1,0,0
-1,0.369230769,-1,-2,0,0,0,0.026315789,-2,-362,0.545454545,-2,1,0
-1,0.092307692,-3,-2,0,0,0,0,-1,-239,0.454545455,-1,1,0
-1,0.076923077,-3,-1,0,0,0,0,-1,-47,0.363636364,-1,0,0
-1,0.030769231,-3,-1,0,0,0.117647059,0,-1,-14,0.272727273,-1,0,0
-1,0.661538462,-2,-2,0,0,0,0.026315789,-1,-185,0.181818182,-1,1,0
-1,0.276923077,-1,-2,0,0,0,0,-1,-40,0.181818182,-1,1,0
-1,0.061538462,-3,-2,0,0,0,0.026315789,-1,-157,0.636363636,-2,1,0
-1,0.215384615,-1,-2,0,0,0,0.078947368,-1,-54,0.181818182,-1,1,1
-1,0.353846154,-1,-1,0,0,0,0.026315789,-1,-362,0.545454545,-2,0,0
-1,0.384615385,-1,-2,0,0,0,0.052631579,-1,-362,0.363636364,-1,1,0
-1,0.061538462,-3,-2,0,0,0,0,-1,-167,0.454545455,-1,1,0
-1,0.353846154,-1,-1,0,0,0,0.236842105,-2,-35,0.636363636,-2,0,0
-1,0.476923077,-2,-1,0,0,0,0,-1,-162,0.181818182,-1,0,0
-1,0.138461538,-1,-2,0,0,0,0.052631579,-1,-179,0.363636364,-1,1,0
-1,0.230769231,-1,-2,0,0,0,0,-1,-49,0.363636364,-1,1,0
-2,0.138461538,-1,-2,0,0,0,0,-2,-35,0.363636364,-1,1,0
-1,0.230769231,-1,-1,0,0,0,0.263157895,-1,-167,0.909090909,-3,0,0
-1,0.061538462,-3,-1,0,0,0.176470588,0,-2,-245,0.727272727,-2,0,0
-1,0.092307692,-3,-2,0.05,0,0.058823529,0.236842105,-2,-362,0.909090909,-3,1,1
-1,0.184615385,-1,-2,0,0,0,0.026315789,-2,-242,0.727272727,-2,1,0
-1,0.584615385,-2,-1,0,0,0,0.105263158,-1,-266,0.181818182,-1,0,0
-1,0.569230769,-2,-1,0,0,0,0.289473684,-2,-362,0.727272727,-2,0,0
-1,0.153846154,-1,-1,0,0,0,0.105263158,-1,-362,0.454545455,-1,0,1
-1,0.076923077,-3,-2,0,0,0,0,-1,-320,0.727272727,-2,1,0
-2,0.030769231,-3,-1,0,0,0,0.026315789,-1,-259,0.545454545,-2,0,0
-1,0.076923077,-3,-1,0,0,0,0.052631579,-1,-167,0.727272727,-2,0,1
-2,0.461538462,-2,-2,0,0,0,0,-2,-35,0.181818182,-1,1,0
-1,0.446153846,-2,-2,0,0,0,0.026315789,-1,-362,0.272727273,-1,1,0
-1,0.292307692,-1,-2,0,0,0,0.052631579,-1,-55,0.363636364,-1,1,0
-1,0.384615385,-1,-1,0,0,0,0,-2,-35,0.454545455,-1,0,0
-1,0.615384615,-2,-1,0,0,0,0.052631579,-1,-286,0.545454545,-2,0,0
-1,0.784615385,-2,-2,0,0,0,0,-2,-35,0.181818182,-1,1,0
-2,0.276923077,-1,-2,0,0,0,0.026315789,-2,-9,0.545454545,-2,1,0
-2,0.230769231,-1,-2,0,0,0,0,-1,-167,0.272727273,-1,1,0
-1,0.184615385,-1,-2,0,0,0,0.052631579,-1,-362,0.272727273,-1,1,0
-1,0.061538462,-3,-2,0,0.125,0,0.210526316,-1,-54,0.454545455,-1,1,1
-1,0.184615385,-1,-2,0,0,0,0.026315789,-1,-167,0.181818182,-1,1,0
-1,0.169230769,-1,-2,0,0,0,0.026315789,-2,-316,0.181818182,-1,1,0
-1,0.153846154,-1,-2,0,0,0,0.184210526,-2,-287,0.363636364,-1,1,1
-1,0.092307692,-3,-2,0,0,0,0.105263158,-1,-266,1,-3,1,1
-1,0.092307692,-3,-1,0,0,0.058823529,0.131578947,-1,-362,0.545454545,-2,0,1
-2,0.184615385,-1,-2,0,0,0,0.105263158,-1,-40,0.545454545,-2,1,1
-1,0.415384615,-2,-2,0,0,0,0.026315789,-1,-362,0.181818182,-1,1,0
-1,0.138461538,-1,-2,0.1,0.125,0,0.131578947,-1,-294,0.727272727,-2,1,1
-2,0.538461538,-2,-1,0,0,0,0,-2,-119,0.181818182,-1,0,0
-2,0.246153846,-1,-1,0,0,0,0,-1,-162,0.363636364,-1,0,0
-1,0.076923077,-3,-2,0,0,0,0,-1,-215,0.363636364,-1,1,0
-1,0.169230769,-1,-2,0,0,0,0.026315789,-2,-90,0.272727273,-1,1,1
-1,0.092307692,-3,-2,0,0,0,0.026315789,-1,-137,0.727272727,-2,1,0
-1,0.061538462,-3,-2,0,0.375,0,0.078947368,-1,-264,0.909090909,-3,1,0
-1,0.153846154,-1,-2,0,0,0,0,-2,-92,0.181818182,-1,1,0
-1,0.092307692,-3,-2,0,0,0,0.026315789,-2,-362,0.636363636,-2,1,0
-1,0.2,-1,-2,0,0.125,0,0.131578947,-2,-35,0.909090909,-3,1,1
-1,0.169230769,-1,-1,0,0,0,0.026315789,-2,-35,0.636363636,-2,0,0
-1,0.046153846,-3,-2,0,0,0,0,-1,-60,0.727272727,-2,1,0
-1,0.046153846,-3,-2,0,0,0,0.026315789,-1,-54,0.363636364,-1,1,0
-1,0.107692308,-1,-1,0,0,0,0.026315789,-1,-17,0.545454545,-2,0,0
-1,0.184615385,-1,-2,0,0,0,0,-1,-54,0.272727273,-1,1,0
-1,0.584615385,-2,-2,0,0,0,0.210526316,-2,-118,0.454545455,-1,1,0
-2,0.292307692,-1,-2,0,0,0,0,-1,-266,0.545454545,-2,1,0
-1,0.030769231,-3,-2,0,0,0.117647059,0,-1,-320,0.454545455,-1,1,0
-2,0.246153846,-1,-2,0,0,0,0.026315789,-2,-343,0.909090909,-3,1,0
-1,0.076923077,-3,-2,0,0,0,0.026315789,-1,-362,0.727272727,-2,1,0
-1,0.446153846,-2,-2,0,0,0,0.026315789,-1,-40,0.181818182,-1,1,0
-1,0.092307692,-3,-2,0,0,0,0.052631579,-1,-362,0.818181818,-3,1,0
-1,0.215384615,-1,-2,0,0,0,0,-1,-265,0.909090909,-3,1,0
-1,0.492307692,-2,-1,0,0,0,0.078947368,-1,-146,0.363636364,-1,0,0
-1,0.6,-2,-2,0,0,0,0.5,-1,-147,0.727272727,-2,1,0
-1,0.261538462,-1,-2,0,0,0,0.026315789,-2,-35,0.636363636,-2,1,0
-1,0.630769231,-2,-1,0,0,0,0,-2,-35,0.181818182,-1,0,0
-1,0.307692308,-1,-1,0,0,0,0.210526316,-1,-120,0.272727273,-1,0,0
-1,0.261538462,-1,-2,0,0,0,0.026315789,-1,-137,0.818181818,-3,1,0
-1,0.323076923,-1,-1,0,0,0,0.131578947,-2,-35,0.454545455,-1,0,0
-2,0.446153846,-2,-2,0,0,0,0.026315789,-1,-47,0.181818182,-1,1,0
-1,0.261538462,-1,-2,0,0,0,0.052631579,-2,-27,0.727272727,-2,1,0
-1,0.323076923,-1,-2,0,0,0,0.026315789,-1,-344,0.818181818,-3,1,0
-1,0.384615385,-1,-2,0,0,0,0.184210526,-1,-362,0.454545455,-1,1,0
-1,0.646153846,-2,-2,0,0,0,0,-1,-167,0.181818182,-1,1,0
-2,0.369230769,-1,-2,0,0,0,0.026315789,-1,-151,0.545454545,-2,1,0
-1,0.307692308,-1,-2,0,0,0,0.026315789,-2,-210,0.545454545,-2,1,0
-1,0.507692308,-2,-2,0,0,0,0.105263158,-1,-362,0.727272727,-2,1,0
-2,0.107692308,-1,-2,0,0,0,0,-2,-287,0.363636364,-1,1,0
-1,0.092307692,-3,-2,0.05,0.125,0,0.210526316,-1,-362,0.909090909,-3,1,1
-1,0.261538462,-1,-2,0,0,0,0.131578947,-1,-60,0.272727273,-1,1,0
-1,0.6,-2,-2,0,0,0,0.026315789,-2,-91,0.181818182,-1,1,0
-1,0.292307692,-1,-2,0,0,0,0.078947368,-1,-239,0.272727273,-1,1,0
-1,0.138461538,-1,-2,0,0,0,0.263157895,-1,-120,0.727272727,-2,1,0
-2,0.123076923,-1,-2,0,0,0,0.105263158,-1,-145,0.818181818,-3,1,1
-1,0.230769231,-1,-1,0,0,0,0,-1,-21,0.181818182,-1,0,0
-1,0.2,-1,-2,0,0,0,0.131578947,-2,-27,0.545454545,-2,1,0
-1,0.107692308,-1,-2,0,0,0,0,-2,-35,0.272727273,-1,1,0
-1,0.153846154,-1,-2,0,0,0,0,-1,-215,0.272727273,-1,1,0
-1,0.430769231,-2,-2,0,0,0,0.473684211,-1,-152,0.727272727,-2,1,0
-1,0.415384615,-2,-2,0,0,0,0,-2,-119,0.181818182,-1,1,0
-1,0.492307692,-2,-1,0,0,0,0.026315789,-1,-362,0.272727273,-1,0,0
-1,0.138461538,-1,-2,0,0,0,0.078947368,-2,-362,0.363636364,-1,1,0
-1,0.123076923,-1,-2,0,0,0.058823529,0,-1,-265,0.272727273,-1,1,0
-1,0.046153846,-3,-2,0,0,0,0.052631579,-1,-266,0.909090909,-3,1,1
-1,0.276923077,-1,-1,0,0,0,0,-2,-355,0.363636364,-1,0,0
-1,0.046153846,-3,-2,0,0,0,0.052631579,-1,-167,0.454545455,-1,1,0
-1,0.261538462,-1,-1,0,0,0,0.052631579,-1,-259,0.909090909,-3,0,0
-1,0.138461538,-1,-2,0,0,0,0.026315789,-2,-35,0.181818182,-1,1,0
-1,0.630769231,-2,-2,0,0,0,0.131578947,-2,-180,0.636363636,-2,1,0
-1,0.292307692,-1,-2,0,0,0,0.105263158,-2,-53,0.454545455,-1,1,0
-1,0.384615385,-1,-2,0,0,0,0.105263158,-2,-357,0.545454545,-2,1,1
-1,0.076923077,-3,-2,0,0,0,0,-1,-167,0.727272727,-2,1,0
-1,0.476923077,-2,-1,0,0,0,0.052631579,-2,-35,0.272727273,-1,0,0
-1,0.523076923,-2,-2,0,0,0,0,-1,-146,0.181818182,-1,1,0
-2,0.661538462,-2,-2,0,0,0,0.026315789,-1,-362,0.636363636,-2,1,0
-1,0.276923077,-1,-2,0,0,0,0,-1,-167,0.181818182,-1,1,0
-1,0.092307692,-3,-2,0,0,0,0.105263158,-1,-306,0.545454545,-2,1,0
-1,0.369230769,-1,-2,0,0,0,0,-2,-182,0.181818182,-1,1,0
-1,0.046153846,-3,-1,0,0,0,0.052631579,-1,-362,0.636363636,-2,0,0
-1,0.307692308,-1,-2,0,0.125,0,0.263157895,-2,-241,0.636363636,-2,1,0
-2,0.384615385,-1,-1,0,0,0,0,-2,-35,0.181818182,-1,0,1
-1,0,-3,-2,0.25,0,0.117647059,0.105263158,-1,-362,0.545454545,-2,1,1
-1,0.076923077,-3,-2,0,0,0,0,-2,-35,0.727272727,-2,1,0
-1,0.492307692,-2,-1,0,0,0,0,-1,-185,0.181818182,-1,0,0
-1,0.138461538,-1,-2,0,0,0,0.052631579,-1,-362,0.545454545,-2,1,0
-1,0.538461538,-2,-1,0,0,0,0,-2,-35,0.181818182,-1,0,0
-2,0.169230769,-1,-2,0,0,0,0.026315789,-2,-285,0.272727273,-1,1,0
-1,0.492307692,-2,-2,0,0,0,0.105263158,-2,-27,0.545454545,-2,1,0
-1,0.676923077,-2,-1,0,0,0,0.052631579,-1,-309,0.181818182,-1,0,0
-1,0.338461538,-1,-2,0,0,0,0.131578947,-1,-362,0.727272727,-2,1,1
-1,0.076923077,-3,-2,0,0,0,0,-2,-35,0.272727273,-1,1,1
-1,0.169230769,-1,-2,0,0,0,0.052631579,-1,-167,0.363636364,-1,1,0
-1,0.123076923,-1,-2,0,0,0,0,-1,-167,0.909090909,-3,1,0
-1,0.061538462,-3,-2,0,0,0,0.026315789,-1,-167,0.363636364,-1,1,0
-1,0.046153846,-3,-2,0,0,0,0.078947368,-1,-162,0.636363636,-2,1,1
-1,0.507692308,-2,-2,0,0,0,0,-1,-266,0.454545455,-1,1,1
-1,0.4,-1,-1,0.15,0,0,0.421052632,-2,-119,0.727272727,-2,0,0
-1,0.461538462,-2,-1,0,0,0,0.052631579,-2,-362,0.818181818,-3,0,0
-1,0.215384615,-1,-2,0,0,0,0.026315789,-2,-114,0.272727273,-1,1,0
-1,0.215384615,-1,-1,0,0,0,0,-1,-16,0.181818182,-1,0,0
-1,0.215384615,-1,-1,0,0,0,0.052631579,-1,-215,0.272727273,-1,0,0
-1,0.215384615,-1,-2,0,0,0,0,-1,-137,0.181818182,-1,1,0
-1,0.476923077,-2,-1,0,0,0,0,-1,-167,0.181818182,-1,0,0
-1,0.323076923,-1,-1,0,0,0,0,-2,-35,0.181818182,-1,0,0
-2,0.184615385,-1,-1,0,0,0,0,-2,-35,0.818181818,-3,0,0
-1,0.461538462,-2,-2,0,0,0,0.026315789,-2,-91,0.181818182,-1,1,0
-2,0.446153846,-2,-2,0,0,0,0.026315789,-1,-15,0.636363636,-2,1,0
-2,0.476923077,-2,-1,0,0,0,0.052631579,-2,-355,0.363636364,-1,0,0
-1,0.153846154,-1,-2,0,0,0,0.210526316,-1,-108,0.818181818,-3,1,1
-2,0.230769231,-1,-2,0,0,0,0,-2,-35,0.181818182,-1,1,0
-1,0.307692308,-1,-1,0,0,0,0,-2,-90,0.181818182,-1,0,0
-1,0.123076923,-1,-2,0,0,0,0,-2,-119,0.454545455,-1,1,0
-1,0.046153846,-3,-2,0,0,0,0.026315789,-1,-60,0.909090909,-3,1,1
-1,0.507692308,-2,-2,0,0,0,0.078947368,-1,-151,0.727272727,-2,1,0
-1,0.538461538,-2,-2,0,0,0,0.078947368,-1,-18,0.636363636,-2,1,1
-1,0.169230769,-1,-2,0,0,0,0.157894737,-2,-145,0.272727273,-1,1,0
-1,0.230769231,-1,-2,0,0,0,0.078947368,-2,-118,0.272727273,-1,1,0
-1,0.230769231,-1,-2,0,0,0,0,-2,-35,0.181818182,-1,1,0
-1,0.292307692,-1,-2,0,0,0,0,-2,-35,0.181818182,-1,1,1
-1,0.153846154,-1,-2,0,0,0,0.131578947,-2,-362,0.818181818,-3,1,0
-1,0.323076923,-1,-2,0,0,0,0.052631579,-1,-146,0.272727273,-1,1,0
-2,0.384615385,-1,-1,0,0,0,0,-2,-35,0.636363636,-2,0,0
-2,0.153846154,-1,-1,0,0,0,0,-1,-266,0.636363636,-2,0,0
-1,0.230769231,-1,-2,0,0,0,0.078947368,-1,-120,0.272727273,-1,1,0
-1,0.092307692,-3,-2,0,0,0,0.078947368,-1,-12,0.727272727,-2,1,0
-1,0.153846154,-1,-2,0,0,0,0.184210526,-1,-14,0.727272727,-2,1,1
-1,0.6,-2,-2,0,0,0,0.236842105,-1,-162,0.545454545,-2,1,0
-1,0.430769231,-2,-1,0,0,0,0,-1,-167,0.545454545,-2,0,0
-2,0.646153846,-2,-1,0,0,0,0,-2,-35,0.181818182,-1,0,0
-1,0.046153846,-3,-2,0,0.25,0,0.052631579,-2,-98,0.909090909,-3,1,1
-2,0.307692308,-1,-2,0,0,0,0,-1,-362,0.181818182,-1,1,0
-1,0.061538462,-3,-2,0,0,0,0.026315789,-2,-35,0.636363636,-2,1,1
-2,0.353846154,-1,-2,0,0,0,0,-1,-167,0.181818182,-1,1,0
-1,0.2,-1,-2,0,0,0,0.131578947,-1,-83,0.454545455,-1,1,0
-1,0.169230769,-1,-1,0,0,0,0.026315789,-2,-118,0.363636364,-1,0,0
-1,0.138461538,-1,-1,0,0,0,0.131578947,-2,-118,0.454545455,-1,0,0
-2,0.323076923,-1,-2,0,0,0,0.052631579,-1,-362,0.272727273,-1,1,0
-1,0.307692308,-1,-2,0,0,0,0,-1,-146,0.181818182,-1,1,0
-1,0.338461538,-1,-2,0,0,0,0,-1,-17,0.272727273,-1,1,0
-1,0.153846154,-1,-2,0,0.25,0,0.552631579,-1,-120,1,-3,1,0
-1,0.261538462,-1,-2,0,0,0,0.026315789,-2,-35,0.454545455,-1,1,0
-1,0.123076923,-1,-1,0,0,0,0.184210526,-2,-316,0.636363636,-2,0,0
-2,0.492307692,-2,-1,0,0,0,0.026315789,-2,-119,0.181818182,-1,0,0
-1,0.323076923,-1,-2,0,0,0,0.078947368,-1,-362,0.272727273,-1,1,0
-2,0.123076923,-1,-2,0,0,0,0,-2,-242,0.454545455,-1,1,0
-2,0.553846154,-2,-1,0,0,0,0,-2,-91,0.181818182,-1,0,0
-1,0.6,-2,-2,0,0,0,0.052631579,-2,-362,0.181818182,-1,1,0
-1,0.369230769,-1,-1,0,0,0,0,-2,-192,0.181818182,-1,0,0
-1,0.307692308,-1,-2,0,0,0,0.105263158,-2,-316,0.181818182,-1,1,0
-1,0.123076923,-1,-1,0,0,0,0.052631579,-1,-269,0.272727273,-1,0,0
-1,0.046153846,-3,-2,0,0,0.176470588,0.026315789,-1,-266,0.818181818,-3,1,0
-1,0.138461538,-1,-1,0,0,0.058823529,0.052631579,-2,-35,0.454545455,-1,0,1
-1,0.153846154,-1,-2,0,0,0,0.289473684,-2,-35,0.727272727,-2,1,0
-1,0.076923077,-3,-2,0,0,0,0.078947368,-1,-320,0.727272727,-2,1,0
-1,0.2,-1,-2,0.05,0.125,0.058823529,0.342105263,-1,-227,0.909090909,-3,1,1
-1,0.353846154,-1,-2,0,0,0,0.657894737,-1,-266,0.909090909,-3,1,1
-1,0.184615385,-1,-2,0,0,0,0.105263158,-1,-120,0.272727273,-1,1,0
-1,0.046153846,-3,-1,0,0,0,0,-1,-320,0.909090909,-3,0,0
-1,0.092307692,-3,-2,0,0,0,0.026315789,-1,-146,0.363636364,-1,1,1
-1,0.107692308,-1,-2,0,0,0,0,-2,-242,0.181818182,-1,1,0
-1,0.230769231,-1,-2,0.05,0,0,0.236842105,-2,-18,0.727272727,-2,1,1
-1,0.153846154,-1,-2,0,0,0,0.078947368,-1,-239,0.272727273,-1,1,0
-1,0.123076923,-1,-2,0,0,0,0.052631579,-1,-47,0.272727273,-1,1,1
-1,0.461538462,-2,-1,0,0,0,0.026315789,-1,-9,0.181818182,-1,0,0
-2,0.369230769,-1,-1,0,0,0,0,-2,-91,0.272727273,-1,0,0
-2,0.338461538,-1,-2,0,0,0,0.052631579,-1,-167,0.181818182,-1,1,0
-1,0.2,-1,-2,0,0,0,0,-1,-158,0.545454545,-2,1,0
-1,0.646153846,-2,-1,0,0,0,0.026315789,-1,-362,0.181818182,-1,0,0
-1,0.092307692,-3,-1,0,0,0,0,-1,-223,0.454545455,-1,0,0
-1,0.046153846,-3,-1,0,0.125,0.117647059,0.026315789,-1,-47,0.818181818,-3,0,0
-1,0.092307692,-3,-2,0,0,0,0,-2,-242,0.363636364,-1,1,0
-1,0.784615385,-2,-2,0,0,0,0.578947368,-2,-27,0.545454545,-2,1,0
-1,0.261538462,-1,-1,0,0,0,0.052631579,-1,-254,0.363636364,-1,0,0
-1,0.676923077,-2,-1,0,0,0,0.078947368,-2,-35,0.181818182,-1,0,0
-1,0.138461538,-1,-2,0,0,0,0.131578947,-1,-362,1,-3,1,1
-1,0.276923077,-1,-2,0,0,0,0,-2,-210,0.181818182,-1,1,0
-1,0.307692308,-1,-1,0,0,0,0.078947368,-2,-114,0.363636364,-1,0,0
-2,0.415384615,-2,-1,0,0,0,0.105263158,-1,-362,0.454545455,-1,0,0
-1,0.646153846,-2,-2,0,0,0,0.105263158,-1,-362,0.181818182,-1,1,0
-1,0.123076923,-1,-2,0,0,0,0.052631579,-1,-9,0.272727273,-1,1,0
-1,0.630769231,-2,-1,0,0,0,0.078947368,-2,-119,0.181818182,-1,0,1
-2,0.153846154,-1,-1,0,0,0,0.026315789,-1,-362,0.727272727,-2,0,0
-2,0.230769231,-1,-1,0,0,0,0.078947368,-1,-259,0.636363636,-2,0,1
-2,0.076923077,-3,-2,0,0,0,0,-2,-35,0.545454545,-2,1,0
-1,0.261538462,-1,-2,0,0,0,0,-2,-35,0.818181818,-3,1,1
-1,0.030769231,-3,-2,0,0,0,0,-1,-54,1,-3,1,1
-2,0.246153846,-1,-2,0,0,0,0.026315789,-1,-201,0.727272727,-2,1,1
-1,0.6,-2,-2,0,0,0,0.315789474,-1,-266,0.909090909,-3,1,0
-2,0.476923077,-2,-2,0,0,0,0,-2,-35,0.181818182,-1,1,0
-2,0.184615385,-1,-1,0,0,0,0.026315789,-2,-214,0.363636364,-1,0,0
-1,0.507692308,-2,-1,0,0,0,0,-1,-146,0.181818182,-1,0,0
-1,0.046153846,-3,-2,0,0,0,0.026315789,-1,-362,0.545454545,-2,1,0
-1,0.476923077,-2,-1,0,0,0,0.052631579,-2,-92,0.181818182,-1,0,0
-2,0.415384615,-2,-2,0,0,0,0.052631579,-1,-139,0.363636364,-1,1,0
-1,0.661538462,-2,-1,0,0,0,0,-2,-35,0.181818182,-1,0,0
-1,0.615384615,-2,-2,0,0,0,0.026315789,-1,-249,0.181818182,-1,1,0
-2,0.276923077,-1,-2,0,0,0,0.052631579,-2,-358,0.545454545,-2,1,0
-1,0.369230769,-1,-2,0,0,0,0,-2,-119,0.181818182,-1,1,0
-2,0.230769231,-1,-2,0,0,0,0.026315789,-1,-362,0.181818182,-1,1,0
-1,0.169230769,-1,-2,0,0,0,0.105263158,-2,-35,0.454545455,-1,1,0
-2,0.169230769,-1,-2,0,0,0,0.289473684,-1,-266,0.818181818,-3,1,0
-1,0.538461538,-2,-2,0,0,0,0.052631579,-1,-362,0.181818182,-1,1,0
-2,0.338461538,-1,-2,0,0,0,0.342105263,-1,-266,1,-3,1,1
-1,0.030769231,-3,-1,0,0,0,0.026315789,-1,-265,0.454545455,-1,0,0
-1,0.476923077,-2,-1,0,0,0,0.315789474,-2,-242,0.545454545,-2,0,0
-1,0.107692308,-1,-2,0,0,0,0,-2,-35,0.272727273,-1,1,0
-1,0.030769231,-3,-2,0,0,0,0,-1,-167,0.363636364,-1,1,0
-1,0.323076923,-1,-2,0,0,0,0.026315789,-1,-362,0.454545455,-1,1,0
-1,0.169230769,-1,-2,0,0,0,0,-2,-240,0.272727273,-1,1,0
-1,0.107692308,-1,-2,0,0,0,0.184210526,-1,-167,1,-3,1,0
-1,0.4,-1,-1,0,0,0,0.105263158,-1,-185,0.181818182,-1,0,0
-1,0.753846154,-2,-2,0,0,0,0.078947368,-1,-9,0.272727273,-1,1,0
-1,0.4,-1,-1,0,0,0,0.026315789,-2,-35,0.181818182,-1,0,0
-1,0.276923077,-1,-1,0,0,0,0.157894737,-1,-256,0.454545455,-1,0,0
-1,0.169230769,-1,-2,0.05,0,0,0.052631579,-1,-21,0.545454545,-2,1,0
-2,0.076923077,-3,-2,0,0,0,0,-1,-152,0.727272727,-2,1,0
-1,0.292307692,-1,-2,0,0,0,0,-2,-336,0.272727273,-1,1,0
-2,0.092307692,-3,-1,0,0,0.058823529,0.052631579,-1,-204,0.909090909,-3,0,0
-1,0.169230769,-1,-2,0,0,0,0,-1,-14,0.181818182,-1,1,0
-1,0.538461538,-2,-1,0,0,0,0.210526316,-1,-362,0.545454545,-2,0,0
-1,0.615384615,-2,-2,0,0,0,0,-1,-167,0.181818182,-1,1,0
-1,0.138461538,-1,-2,0,0,0,0.210526316,-2,-81,0.818181818,-3,1,0
-1,0.538461538,-2,-1,0,0,0,0,-2,-287,0.181818182,-1,0,0
-1,0.076923077,-3,-2,0,0.125,0,0.105263158,-1,-362,0.909090909,-3,1,1
-1,0.323076923,-1,-2,0,0,0,0.078947368,-2,-35,0.181818182,-1,1,0
