status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,personal_status,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,,
-4,0.117647059,-3,-8,0.062892044,-1,-5,1,-3,-1,1,-2,-1,-1,-2,0.666666667,-3,1,-2,-1,0,0
-1,0.029411765,-5,-1,0.022889843,-4,-4,0.666666667,-2,-1,1,-1,-1,-3,-2,0.333333333,-2,0,-2,-1,0,0
-4,0.264705882,-3,-1,0.056839441,-5,-4,1,-2,-1,1,-2,-2,-3,-1,0,-3,0,-1,-1,1,0
-1,0.117647059,-3,-5,0.026246286,-2,-2,1,-4,-1,0.666666667,-4,-1,-3,-2,0,-2,0,-2,-1,0,1
-4,0.161764706,-3,-2,0.24248927,-1,-3,0.666666667,-3,-1,0.333333333,-3,-1,-3,-2,0,-3,0,-2,-1,0,0
-4,0.029411765,-3,-4,0.071145593,-4,-3,1,-1,-1,0.333333333,-1,-1,-3,-2,0,-3,0,-1,-1,0,0
-1,0.117647059,-5,-1,0.105700451,-1,-3,1,-3,-1,1,-2,-1,-1,-2,0.333333333,-2,0,-1,-2,0,0
-4,0,-5,-1,0.066303511,-1,-4,0.333333333,-3,-1,0,-1,-1,-3,-2,0.666666667,-2,1,-1,-1,0,0
-4,0.205882353,-3,-2,0.172114009,-5,-3,0.333333333,-3,-1,0,-2,-1,-3,-2,0,-3,0,-2,-1,0,0
-4,0.117647059,-5,-8,0.024815671,-1,-3,1,-3,-1,0.333333333,-3,-1,-3,-2,0.333333333,-3,0,-1,-1,0,0
-2,0.205882353,-5,-5,0.054748542,-1,-3,1,-4,-1,0.333333333,-3,-1,-3,-2,0,-3,0,-1,-1,0,1
-2,0.117647059,-5,-1,0.158137999,-1,-2,0,-3,-1,0.666666667,-1,-1,-1,-2,0.333333333,-2,1,-1,-1,0,0
-4,0.161764706,-3,-2,0.195994278,-2,-2,0,-2,-1,1,-3,-2,-3,-2,0,-3,0,-2,-1,1,0
-2,0.558823529,-2,-2,0.497028722,-1,-1,0,-3,-1,0.333333333,-4,-1,-1,-3,0,-4,0,-2,-1,0,0
-2,0.470588235,-3,-2,0.503356443,-1,-2,0,-4,-1,1,-3,-1,-3,-1,0,-4,0,-2,-1,0,1
-3,0.294117647,-3,-5,0.055463849,-3,-3,0.666666667,-2,-1,0.666666667,-3,-1,-3,-2,0,-2,0,-1,-1,0,0
-2,0.102941176,-4,-5,0.248761968,-1,-4,0.333333333,-3,-1,1,-2,-1,-3,-2,0,-3,0,-1,-1,0,0
-4,0.029411765,-3,-9,0.054363376,-5,-1,1,-3,-1,1,-2,-1,-3,-2,0,-4,1,-2,-1,0,0
-2,0.117647059,-3,-1,0.397380874,-5,-1,0,-2,-1,0.333333333,-1,-2,-3,-1,0,-1,0,-1,-1,1,0
-3,0.117647059,-3,-4,0.06734896,-1,-2,1,-2,-1,0,-2,-1,-1,-2,0,-4,0,-2,-1,0,0
-4,0.735294118,-1,-2,0.505447342,-5,-3,0.333333333,-3,-1,0.333333333,-2,-1,-3,-2,0,-2,1,-1,-1,0,0
-2,0.647058824,-3,-5,0.205183229,-5,-4,1,-3,-1,0,-3,-1,-3,-2,0.333333333,-3,1,-2,-1,0,0
-2,0.029411765,-4,-4,0.044018928,-1,-1,1,-3,-1,0,-2,-1,-2,-2,0.333333333,-4,0,-2,-1,0,0
-2,0.117647059,-5,-2,0.088588093,-1,-1,1,-3,-1,0.333333333,-3,-1,-3,-2,0.333333333,-4,0,-2,-1,0,0
-3,0.205882353,-3,-5,0.101793771,-1,-3,1,-3,-2,0.333333333,-1,-1,-2,-2,0,-3,0,-1,-1,0,1
-2,0.117647059,-3,-1,0.023935292,-1,-4,0.333333333,-4,-1,0.666666667,-3,-2,-1,-2,0,-2,0,-1,-1,1,1
-4,0.25,-3,-2,0.275008254,-5,-3,0,-3,-1,0.666666667,-3,-1,-3,-2,0,-3,0,-1,-1,0,0
-1,0.073529412,-5,-5,0.04886101,-1,-3,1,-3,-1,1,-1,-2,-3,-2,0.333333333,-2,0,-1,-1,1,0
-2,0.205882353,-3,-10,0.093045009,-4,-3,1,-3,-1,0.333333333,-2,-1,-3,-2,0,-2,0,-2,-1,0,0
-4,0.264705882,-3,-5,0.133432376,-3,-5,0.666666667,-3,-1,1,-3,-1,-3,-2,0,-3,0,-1,-1,0,0
-4,0.294117647,-3,-5,0.15709255,-5,-2,1,-3,-1,0.333333333,-3,-2,-3,-2,0.333333333,-3,0,-1,-1,1,0
-1,0.161764706,-3,-1,0.080939804,-1,-2,0.333333333,-3,-1,0.666666667,-1,-1,-3,-2,0,-3,0,-1,-1,0,0
-4,0.117647059,-5,-5,0.092659844,-1,-5,0.333333333,-3,-1,0.333333333,-4,-1,-3,-2,0.333333333,-3,0,-1,-1,0,0
-3,0.088235294,-3,-1,0.054473424,-2,-5,0,-2,-1,1,-4,-1,-3,-3,0,-2,1,-1,-1,0,1
-1,0.058823529,-5,-3,0.050291625,-1,-5,0.666666667,-3,-1,1,-4,-1,-1,-3,0.333333333,-4,1,-2,-1,0,0
-1,0.294117647,-3,-4,0.170298228,-1,-5,1,-3,-1,0.333333333,-2,-1,-3,-1,0,-4,0,-2,-1,0,1
-4,0.294117647,-5,-1,0.12176736,-2,-4,1,-4,-1,0.666666667,-2,-1,-3,-2,0.333333333,-3,0,-2,-1,0,0
-2,0.117647059,-5,-2,0.085506768,-2,-2,0.666666667,-3,-1,1,-2,-1,-3,-2,0,-3,0,-1,-1,0,0
-2,0.073529412,-3,-4,0.036755805,-1,-3,1,-2,-1,0,-2,-1,-3,-2,0,-3,0,-1,-1,0,1
-4,0.470588235,-3,-5,0.117970727,-5,-3,1,-2,-1,1,-3,-2,-3,-2,0,-3,0,-1,-1,1,0
-1,0.470588235,-5,-2,0.516066909,-1,-4,1,-3,-1,1,-3,-2,-3,-2,0.333333333,-3,0,-2,-1,1,1
-4,0.294117647,-3,-1,0.110322439,-5,-2,1,-3,-1,0,-2,-1,-3,-2,0,-3,0,-1,-1,0,0
-2,0.294117647,-3,-2,0.212556399,-3,-2,0.666666667,-2,-1,1,-3,-1,-3,-1,0,-3,0,-1,-1,0,1
-4,0.25,-1,-1,0.261527457,-5,-3,0,-2,-1,1,-2,-1,-1,-2,0.333333333,-3,0,-2,-1,0,1
-1,0.382352941,-1,-4,0.23841752,-1,-3,0.333333333,-1,-3,0.333333333,-1,-1,-3,-2,0.333333333,-3,0,-1,-1,0,0
-2,0.117647059,-3,-2,0.097832068,-5,-3,1,-3,-1,0.333333333,-3,-1,-3,-2,0,-3,0,-1,-1,0,0
-4,0.161764706,-3,-1,0.181908221,-5,-3,0.666666667,-3,-1,0.333333333,-4,-1,-3,-2,0,-3,0,-1,-1,0,0
-4,0.647058824,-3,-10,0.201606691,-5,-3,1,-1,-1,0.333333333,-1,-1,-1,-2,0,-3,0,-1,-1,0,1
-1,0.205882353,-4,-8,0.45234951,-5,-3,0,-2,-1,0.333333333,-3,-2,-3,-1,0.333333333,-3,0,-2,-1,1,0
-1,0.029411765,-3,-2,0.060636074,-3,-1,0,-2,-1,0.333333333,-2,-2,-3,-1,0,-1,0,-2,-1,1,0
-4,0.117647059,-5,-7,0.04104765,-5,-4,1,-2,-1,1,-1,-2,-3,-2,0.333333333,-3,0,-1,-1,1,0
-4,0.470588235,-3,-8,0.484483328,-5,-3,0.333333333,-3,-1,1,-4,-1,-3,-3,0,-2,1,-2,-1,0,0
-2,0.294117647,-5,-2,0.413117641,-4,-5,0.333333333,-2,-1,1,-4,-1,-3,-1,0,-3,0,-1,-1,0,0
-2,0.647058824,-2,-10,0.182458457,-2,-4,1,-3,-1,0.333333333,-3,-1,-3,-2,0,-3,0,-1,-1,0,0
-1,0.161764706,-3,-1,0.124408496,-1,-1,0,-2,-1,1,-3,-2,-3,-1,0,-3,0,-1,-1,1,0
-2,0.117647059,-1,-9,0.063827446,-1,-3,0.333333333,-3,-1,0.333333333,-1,-1,-3,-2,0,-2,0,-2,-1,0,0
-2,0.382352941,-3,-4,0.197094751,-1,-2,0.333333333,-4,-1,0,-2,-2,-3,-2,0,-3,0,-1,-1,1,0
-1,0.205882353,-5,-4,0.043963904,-1,-2,1,-2,-1,1,-2,-2,-3,-1,0,-3,0,-1,-1,1,0
-1,0.558823529,-5,-7,0.172994388,-1,-1,1,-3,-2,1,-3,-1,-3,-2,0.333333333,-1,0,-1,-1,0,0
-3,0.470588235,-3,-5,0.30802245,-1,-3,1,-3,-1,0,-3,-2,-3,-2,0,-3,0,-1,-1,1,0
-1,0.338235294,-5,-10,0.120611863,-1,-5,1,-3,-1,1,-3,-1,-2,-2,1,-4,1,-2,-1,0,0
-2,0.470588235,-3,-1,0.667932211,-5,-3,0,-3,-1,1,-4,-1,-3,-3,0,-3,0,-2,-1,0,1
-1,0.25,-2,-1,0.076868053,-5,-3,1,-3,-1,0.333333333,-2,-1,-3,-2,0.333333333,-2,1,-1,-1,0,1
-4,0.25,-5,-4,0.112138219,-1,-2,1,-2,-1,1,-2,-2,-3,-2,0,-3,0,-2,-1,1,0
-1,0.470588235,-3,-1,0.165015957,-1,-4,0.333333333,-3,-1,1,-4,-1,-1,-3,0,-4,1,-2,-1,0,0
-4,0.294117647,-3,-1,0.192967976,-1,-5,1,-2,-2,1,-4,-1,-3,-3,0,-3,0,-2,-1,0,0
-1,0.470588235,-3,-1,0.496368438,-1,-4,0.333333333,-3,-1,0,-3,-2,-3,-2,0,-3,0,-2,-1,1,1
-2,0.294117647,-3,-5,0.098437328,-1,-2,0,-4,-1,0,-2,-2,-3,-2,0,-3,0,-2,-1,1,1
-1,0.647058824,-3,-1,0.413392759,-1,-5,1,-3,-1,1,-4,-1,-1,-3,0,-4,0,-1,-1,0,1
-1,0.470588235,-4,-8,0.365192033,-1,-3,1,-3,-1,0.666666667,-2,-1,-2,-2,0,-3,0,-2,-1,0,1
-4,0.029411765,-3,-2,0.054253329,-3,-3,0.333333333,-3,-1,1,-2,-1,-3,-1,0,-3,0,-1,-1,0,0
-1,0.294117647,-2,-5,0.071310664,-1,-4,1,-3,-3,1,-3,-2,-1,-1,0,-2,0,-1,-1,1,1
-4,0.470588235,-5,-1,0.418454936,-1,-3,1,-2,-1,0.333333333,-1,-2,-2,-2,0.333333333,-3,0,-2,-1,1,1
-4,0.294117647,-3,-9,0.037801255,-1,-2,1,-4,-1,0.666666667,-3,-1,-3,-2,0.333333333,-2,0,-1,-1,0,0
-3,0.073529412,-3,-5,0.027236712,-1,-3,0.666666667,-2,-1,0.333333333,-1,-1,-3,-2,0,-2,0,-1,-1,0,1
-4,0.205882353,-5,-5,0.085286673,-1,-3,1,-3,-1,0.333333333,-3,-2,-3,-2,0.333333333,-3,0,-1,-1,1,0
-1,0.161764706,-5,-4,0.039892154,-1,-3,0.333333333,-1,-1,0.666666667,-2,-2,-3,-2,0.333333333,-3,0,-1,-1,1,0
-4,0.294117647,-3,-1,0.06734896,-2,-2,1,-4,-1,0.666666667,-1,-1,-3,-2,0,-3,0,-2,-1,0,0
-2,0.602941176,-3,-5,0.153020799,-2,-3,1,-3,-3,1,-2,-2,-3,-1,0,-3,0,-1,-1,1,1
-4,0.294117647,-3,-5,0.111918125,-1,-4,1,-3,-1,0.333333333,-3,-1,-3,-2,0,-3,0,-2,-1,0,0
-4,0.294117647,-5,-2,0.208649719,-5,-4,0.666666667,-3,-1,1,-2,-1,-3,-2,0.333333333,-3,0,-2,-1,0,0
-4,0.205882353,-5,-1,0.042808408,-1,-3,1,-2,-1,0.666666667,-1,-1,-3,-2,0.333333333,-3,0,-1,-1,0,0
-3,0.117647059,-2,-10,0.019753494,-1,-2,1,-2,-1,0,-1,-1,-3,-2,0,-1,0,-1,-1,0,1
-1,0.294117647,-3,-5,0.120446792,-1,-2,1,-2,-1,1,-1,-1,-3,-2,0,-3,0,-2,-1,0,1
-4,0.294117647,-4,-4,0.214647298,-2,-3,0.333333333,-3,-1,0.666666667,-2,-1,-3,-2,0.333333333,-3,0,-1,-1,0,0
-1,0.205882353,-5,-7,0.051722241,-1,-1,0.333333333,-2,-1,1,-4,-1,-3,-3,0.666666667,-1,1,-1,-1,0,1
-3,0.294117647,-3,-4,0.092164631,-1,-3,0.333333333,-3,-1,0.333333333,-1,-1,-3,-2,0,-3,0,-1,-1,0,0
-4,0.294117647,-3,-4,0.289479476,-2,-3,1,-3,-1,0,-3,-2,-2,-2,0,-3,0,-1,-1,1,0
-4,0.205882353,-3,-10,0.093540222,-1,-4,1,-3,-1,0,-3,-1,-2,-2,0.333333333,-3,0,-2,-1,0,0
-2,0.235294118,-1,-2,0.324529548,-2,-5,0.666666667,-4,-1,1,-3,-1,-1,-2,0.333333333,-3,0,-2,-1,0,0
-1,0.647058824,-3,-2,0.552822714,-1,-4,1,-3,-1,1,-4,-1,-2,-3,0.666666667,-3,1,-2,-1,0,1
-1,0.25,-5,-1,0.074391989,-1,-5,1,-4,-1,0.666666667,-3,-1,-3,-2,0.333333333,-3,0,-2,-1,0,0
-2,0.470588235,-4,-10,0.231374491,-1,-3,0.333333333,-1,-1,0.333333333,-1,-1,-2,-2,0.333333333,-4,0,-2,-1,0,1
-4,0.088235294,-3,-2,0.142951469,-2,-3,0,-3,-2,0.333333333,-1,-1,-3,-2,0,-3,1,-1,-1,0,0
-1,0.161764706,-3,-10,0.030593155,-1,-3,1,-2,-1,1,-2,-2,-3,-2,0,-2,0,-1,-1,1,0
-4,0.294117647,-3,-1,0.067073842,-2,-5,1,-4,-1,1,-1,-1,-3,-1,0,-2,0,-1,-1,0,0
-4,0.029411765,-5,-1,0.100693298,-3,-3,0,-4,-1,0.333333333,-3,-2,-3,-2,0,-3,0,-1,-1,1,0
-2,0.294117647,-4,-4,0.09981292,-1,-1,0.666666667,-2,-1,0.333333333,-2,-1,-3,-2,0,-4,0,-2,-1,0,1
-2,0.294117647,-3,-1,0.054803566,-1,-2,1,-3,-1,0.333333333,-1,-2,-2,-2,0,-2,0,-1,-1,1,1
-4,0.132352941,-3,-5,0.063772422,-2,-1,0.333333333,-2,-1,1,-1,-1,-3,-2,0,-3,0,-1,-1,0,0
-3,0.470588235,-3,-5,0.217893694,-1,-3,1,-3,-1,0.333333333,-3,-1,-3,-2,0,-3,0,-1,-1,0,1
-4,0.205882353,-5,-8,0.088808188,-2,-3,1,-2,-1,0.333333333,-1,-1,-3,-2,0.333333333,-3,0,-1,-1,0,1
-2,0.294117647,-5,-5,0.082150325,-1,-5,1,-3,-1,0.333333333,-2,-1,-3,-2,0.333333333,-2,0,-1,-1,0,0
-4,0.294117647,-5,-3,0.333663475,-1,-1,1,-3,-2,0.333333333,-4,-1,-1,-2,0.333333333,-4,0,-2,-1,0,0
-4,0.294117647,-3,-5,0.070595356,-1,-2,1,-2,-1,0.666666667,-3,-1,-2,-2,0,-3,0,-2,-1,0,0
-1,0.294117647,-2,-10,0.160173875,-1,-3,1,-3,-1,0.333333333,-2,-1,-3,-1,0,-3,0,-2,-1,0,1
-4,0.073529412,-5,-1,0.103664576,-1,-3,1,-3,-1,1,-3,-1,-3,-2,0.666666667,-3,0,-2,-1,0,0
-4,0.029411765,-3,-7,0.022559701,-3,-4,0.333333333,-4,-1,1,-1,-2,-3,-1,0,-2,0,-1,-1,1,0
-2,0.294117647,-4,-5,0.338560581,-1,-2,0,-3,-1,0.333333333,-3,-1,-3,-2,0,-3,0,-1,-1,0,0
-4,0.205882353,-5,-4,0.086222075,-1,-3,1,-2,-1,0.333333333,-4,-1,-3,-2,0.333333333,-3,0,-1,-1,0,0
-4,0.470588235,-4,-10,0.425332893,-5,-2,1,-3,-1,1,-3,-1,-3,-1,0.333333333,-3,0,-2,-1,0,1
-4,0.029411765,-5,-5,0.062286783,-1,-3,0,-2,-1,0,-3,-1,-3,-2,0.333333333,-3,0,-2,-1,0,0
-4,0.161764706,-5,-1,0.263838451,-5,-5,0,-2,-1,1,-3,-1,-3,-2,0,-3,0,-2,-1,0,0
-4,0.117647059,-5,-1,0.037195994,-1,-1,0,-2,-1,0.333333333,-2,-1,-3,-2,0,-1,0,-1,-1,0,0
-1,0.205882353,-2,-4,0.071695829,-1,-3,1,-3,-1,0.666666667,-3,-1,-1,-2,0,-3,0,-1,-1,0,1
-2,0.205882353,-3,-5,0.163035105,-3,-2,0,-4,-1,0.666666667,-1,-2,-3,-1,0,-3,0,-1,-1,1,0
-4,0.117647059,-3,-4,0.072851326,-1,-3,1,-3,-1,0.333333333,-1,-1,-3,-2,0,-3,0,-1,-1,0,0
-4,0.117647059,-3,-1,0.046825135,-1,-3,0.666666667,-4,-1,0.333333333,-1,-1,-3,-2,0.333333333,-3,0,-2,-1,0,0
-1,0.161764706,-3,-1,0.204082756,-1,-3,0.666666667,-2,-1,0.333333333,-2,-1,-3,-2,0,-3,0,-2,-1,0,1
-1,0.117647059,-3,-4,0.128040057,-1,-3,0.333333333,-1,-1,0,-3,-1,-3,-2,0,-3,0,-1,-1,0,0
-1,0.294117647,-2,-4,0.364366678,-1,-2,0.333333333,-1,-1,0,-2,-1,-1,-2,0,-3,0,-2,-1,0,1
-3,0.117647059,-4,-1,0.109882249,-1,-3,0.333333333,-2,-1,0.333333333,-3,-1,-2,-2,0.333333333,-3,0,-2,-1,0,0
-4,0.294117647,-3,-10,0.238857709,-4,-3,0.333333333,-3,-1,0.666666667,-2,-1,-3,-2,0.666666667,-4,0,-2,-1,0,1
-3,0.117647059,-3,-5,0.173269506,-5,-5,0.333333333,-3,-1,0.666666667,-3,-1,-3,-2,0,-4,0,-1,-1,0,0
-1,0.470588235,-3,-4,0.135468251,-1,-5,0.333333333,-3,-1,0.333333333,-2,-1,-1,-2,0,-3,1,-1,-1,0,1
-4,0.029411765,-3,-5,0.060305932,-2,-5,0.333333333,-3,-1,1,-4,-1,-1,-3,0,-3,1,-2,-1,0,0
-4,0.294117647,-3,-5,0.313249697,-5,-2,0,-2,-1,0,-3,-1,-3,-2,0.333333333,-3,0,-2,-1,0,1
-1,0.176470588,-5,-1,0.130681193,-1,-5,0.333333333,-3,-3,1,-2,-1,-1,-1,0,-3,0,-2,-1,0,1
-4,0.014705882,-3,-10,0.175965665,-1,-4,0,-3,-1,1,-1,-1,-3,-2,0,-2,0,-1,-1,0,0
-4,0.117647059,-5,-8,0.101573677,-1,-4,0.333333333,-3,-1,0.666666667,-1,-1,-3,-2,0,-2,1,-1,-1,0,0
-1,0.558823529,-3,-4,0.419940574,-1,-4,0.333333333,-3,-3,1,-2,-1,-3,-3,0,-3,1,-1,-1,0,0
-2,0.029411765,-3,-1,0.787113459,-5,-1,0,-3,-1,0.333333333,-2,-2,-3,-2,0,-1,0,-2,-1,1,1
-3,0.029411765,-5,-1,0.05771982,-1,-3,0,-3,-1,0,-1,-1,-3,-2,0.666666667,-1,1,-1,-2,0,0
-4,0.073529412,-3,-5,0.134642896,-1,-3,0,-3,-1,0.333333333,-1,-1,-3,-2,0,-3,1,-1,-1,0,0
-2,0.823529412,-3,-1,0.758060966,-1,-4,1,-3,-1,0.333333333,-4,-1,-3,-2,0,-4,0,-2,-1,0,1
-4,0,-3,-4,0.019313305,-1,-2,0,-2,-1,0.666666667,-1,-2,-3,-1,0,-2,1,-1,-1,1,0
-2,0.470588235,-3,-8,0.190436888,-5,-3,0.333333333,-4,-1,0.333333333,-3,-1,-3,-2,0,-3,0,-1,-1,0,0
-4,0.117647059,-3,-5,0.06839441,-1,-2,1,-2,-1,0.666666667,-3,-1,-3,-2,0,-3,1,-1,-1,0,0
-4,0.117647059,-3,-5,0.104049741,-2,-4,0.666666667,-3,-1,0,-4,-1,-3,-2,0,-3,0,-1,-1,0,0
-2,0.823529412,-3,-1,0.39385936,-2,-2,1,-2,-1,0.333333333,-2,-2,-3,-2,0,-4,0,-1,-1,1,1
-1,0.161764706,-3,-4,0.087762738,-1,-2,1,-2,-3,0,-2,-1,-3,-1,0,-3,0,-1,-1,0,0
-4,0.382352941,-3,-2,0.250962914,-5,-4,0.333333333,-2,-1,1,-2,-2,-2,-1,0,-2,0,-1,-1,1,0
-4,0.117647059,-3,-4,0.083525916,-1,-3,0.666666667,-3,-1,0.333333333,-1,-2,-3,-1,0,-2,0,-1,-1,1,0
-1,0.205882353,-5,-5,0.089688566,-1,-4,1,-4,-1,0,-2,-1,-3,-2,0.333333333,-4,0,-2,-1,0,0
-1,0.147058824,-3,-1,0.480246506,-1,-5,0,-1,-1,1,-2,-1,-3,-2,0,-4,0,-2,-2,0,1
-2,0.117647059,-3,-4,0.040332343,-4,-2,0,-2,-1,1,-1,-2,-3,-1,0,-2,0,-1,-1,1,0
-4,0.029411765,-3,-8,0.070870474,-1,-2,0,-2,-1,0.333333333,-4,-1,-3,-2,0,-3,0,-1,-1,0,0
-1,0.205882353,-5,-4,0.103114339,-1,-3,1,-2,-1,1,-1,-2,-3,-1,0.333333333,-3,0,-1,-1,1,1
-4,0.294117647,-3,-2,0.285187631,-5,-1,0.333333333,-2,-1,1,-2,-1,-3,-1,0,-4,0,-2,-1,0,0
-2,0.205882353,-3,-2,0.139154837,-1,-3,0,-4,-1,0.666666667,-3,-2,-3,-1,0,-3,0,-2,-1,1,0
-2,0.470588235,-5,-2,0.305381314,-1,-3,0.666666667,-3,-1,1,-3,-1,-3,-2,0.333333333,-3,0,-2,-1,0,0
-4,0.205882353,-3,-1,0.086387146,-1,-3,0.333333333,-4,-1,0.333333333,-2,-1,-3,-2,0,-4,0,-2,-1,0,0
-4,0.073529412,-3,-4,0.062616925,-1,-3,1,-2,-1,0.333333333,-1,-1,-3,-1,0,-3,0,-1,-1,0,0
-1,0.647058824,-3,-1,0.202542093,-1,-4,1,-3,-1,1,-4,-1,-3,-3,0,-3,1,-1,-1,0,1
-2,0.382352941,-3,-5,0.150819853,-5,-5,0.333333333,-2,-1,1,-3,-2,-3,-2,0,-3,0,-1,-1,1,0
-2,0.647058824,-2,-10,0.339275889,-1,-5,1,-2,-1,0.666666667,-4,-1,-3,-1,0,-3,0,-1,-1,0,1
-4,0.647058824,-5,-2,0.473643667,-5,-4,0.333333333,-3,-1,0,-4,-1,-3,-3,0.333333333,-3,0,-2,-1,0,0
-2,0.161764706,-3,-7,0.131011335,-2,-3,0.666666667,-2,-1,0.333333333,-1,-2,-3,-2,0,-2,0,-1,-1,1,0
-2,0.205882353,-5,-10,0.183779025,-1,-1,0.666666667,-4,-1,0.666666667,-3,-1,-3,-2,0.666666667,-1,1,-2,-1,0,0
-2,0.382352941,-1,-10,0.221745351,-2,-3,1,-2,-1,1,-3,-1,-3,-1,0.333333333,-2,0,-1,-1,0,1
-2,0.073529412,-3,-5,0.029712776,-3,-3,1,-2,-1,0.666666667,-1,-1,-3,-2,0,-2,0,-1,-1,0,0
-1,0.294117647,-2,-2,0.186090019,-1,-3,0,-2,-3,1,-3,-2,-1,-1,0,-3,0,-1,-2,1,0
-1,0.205882353,-2,-1,0.065588203,-1,-4,1,-3,-1,1,-4,-1,-3,-3,0.333333333,-2,1,-1,-1,0,1
-2,0.294117647,-3,-5,0.094475625,-1,-5,1,-2,-1,1,-3,-2,-3,-2,0,-3,0,-2,-1,1,0
-4,0.294117647,-3,-5,0.164245626,-3,-5,0.666666667,-1,-1,0.333333333,-3,-1,-3,-2,0,-4,0,-2,-1,0,0
-2,0.205882353,-3,-10,0.091504347,-4,-2,0.666666667,-4,-1,0.666666667,-1,-1,-1,-2,0,-3,0,-2,-1,0,0
-3,0.205882353,-3,-4,0.154011225,-1,-2,0,-2,-1,0,-2,-1,-2,-2,0,-2,0,-1,-1,0,0
-2,0.382352941,-4,-10,0.123968306,-2,-5,1,-3,-1,0.333333333,-2,-1,-2,-2,0.333333333,-3,0,-1,-1,0,0
-2,0.088235294,-3,-1,0.388356994,-1,-1,0.333333333,-3,-1,1,-4,-1,-1,-3,0,-4,0,-2,-1,0,0
-1,0.117647059,-3,-1,0.05051172,-1,-3,1,-4,-1,0.666666667,-1,-1,-3,-2,0,-2,0,-1,-1,0,0
-2,0.161764706,-5,-10,0.114229119,-3,-3,0.333333333,-3,-1,1,-3,-1,-1,-2,0,-3,0,-1,-1,0,0
-4,0.470588235,-4,-10,0.51293056,-1,-2,0,-1,-1,0,-3,-1,-3,-2,0.333333333,-3,0,-1,-1,0,1
-4,0.294117647,-3,-5,0.061956641,-3,-4,1,-2,-1,0,-3,-1,-3,-2,0,-3,0,-1,-1,0,0
-2,0.029411765,-3,-5,0.027676901,-1,-3,0.333333333,-2,-3,0.666666667,-1,-1,-3,-2,0,-3,0,-1,-1,0,0
-4,0.558823529,-3,-5,0.380543634,-5,-4,0.333333333,-4,-1,1,-2,-1,-3,-1,0,-3,0,-2,-1,0,0
-2,0.073529412,-3,-1,0.001430615,-1,-3,1,-4,-1,1,-1,-2,-3,-1,0,-2,0,-1,-1,1,0
-2,0.205882353,-3,-7,0.199295697,-1,-1,0.333333333,-2,-1,1,-3,-1,-3,-2,0,-3,0,-2,-1,0,0
-2,0.205882353,-5,-4,0.336249587,-1,-5,0.333333333,-3,-1,0,-4,-1,-3,-2,0,-3,0,-2,-1,0,0
-1,0.161764706,-1,-1,0.038516562,-1,-5,1,-3,-1,0.666666667,-3,-1,-3,-1,0.333333333,-3,1,-1,-1,0,1
-3,0.029411765,-5,-1,0.059040387,-2,-5,0.333333333,-1,-1,1,-3,-1,-3,-2,0.333333333,-3,1,-2,-1,0,0
-4,0.117647059,-3,-5,0.055683944,-1,-3,0.666666667,-3,-1,0.333333333,-3,-2,-3,-2,0,-3,0,-1,-1,1,0
-1,0.602941176,-1,-10,0.636403654,-1,-5,0.333333333,-3,-1,1,-3,-1,-3,-1,0.333333333,-3,0,-1,-1,0,1
-3,0.117647059,-2,-5,0.008748762,-4,-3,0.666666667,-2,-1,0.666666667,-1,-1,-3,-1,0.333333333,-3,0,-1,-1,0,0
-1,0.294117647,-3,-1,0.06223176,-5,-3,1,-2,-1,0.333333333,-2,-1,-3,-2,0,-3,0,-1,-1,0,1
-1,0.823529412,-4,-10,0.362385826,-1,-5,0.666666667,-3,-1,1,-4,-1,-3,-2,0.333333333,-3,0,-2,-1,0,1
-4,0.117647059,-5,-5,0.037416089,-5,-5,1,-3,-1,1,-1,-1,-3,-2,1,-3,0,-1,-1,0,0
-4,0.647058824,-5,-5,0.183118741,-5,-5,1,-3,-1,0,-1,-1,-3,-2,0,-3,0,-2,-1,0,0
-4,0.352941176,-2,-2,0.416749202,-5,-2,0.666666667,-3,-3,1,-1,-1,-1,-1,0.333333333,-3,1,-2,-1,0,0
-1,0.088235294,-5,-1,0.109552107,-1,-2,0,-3,-1,0.666666667,-1,-1,-3,-1,0.333333333,-2,1,-1,-2,0,0
-4,0.073529412,-5,-8,0.054693518,-5,-5,1,-2,-1,1,-2,-1,-3,-1,0.333333333,-2,0,-1,-1,0,0
-4,0.470588235,-4,-2,0.478540773,-5,-4,0.666666667,-3,-1,0.333333333,-3,-1,-2,-2,0,-4,1,-2,-1,0,0
-2,0.470588235,-3,-5,0.250082535,-1,-2,1,-2,-1,0,-4,-1,-3,-2,0,-4,0,-2,-1,0,0
-1,0.029411765,-3,-5,0.131891713,-3,-3,0.333333333,-3,-1,0.666666667,-1,-1,-3,-1,0,-3,1,-1,-1,0,0
-4,0.294117647,-3,-1,0.393034005,-1,-3,0,-3,-1,1,-2,-1,-3,-2,0,-2,1,-1,-1,0,0
-2,0.161764706,-5,-5,0.13634863,-5,-4,1,-3,-3,0.333333333,-1,-1,-1,-2,0.666666667,-3,0,-2,-1,0,0
-4,0.029411765,-4,-5,0.037526136,-1,-3,0.666666667,-2,-1,0.333333333,-1,-2,-3,-2,0,-3,0,-1,-1,1,0
