age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,,
0.191780822,-3,0.111036932,-10,0.8,-1,-11,-2,-1,-2,0,0,0.397959184,-40,0,0
0.123287671,-5,0.097070129,-10,0.8,-5,-11,-2,-1,-1,0,0,0.479591837,-40,0,0
0.273972603,-5,0.391001209,-10,0.8,-3,-5,-1,-1,-1,0.150241502,0,0.397959184,-40,0,1
0.082191781,-3,0.018837017,-16,0.6,-1,-2,-5,-1,-2,0,0,0.704081633,-40,0,0
0.465753425,-5,0.162695427,-9,0.666666667,-5,-5,-2,-1,-2,0,0,0.428571429,-40,0,0
0.452054795,-5,0.124560248,-12,0.533333333,-3,-7,-1,-1,-1,0,0,0.448979592,-40,0,0
0.342465753,-1,0.166728922,-2,0.4,-3,-1,-1,-1,-1,0,0,0.142857143,-40,0,0
0.410958904,-5,0.09284715,-10,0.8,-3,-5,-1,-1,-1,0,0.554407713,0.602040816,-40,0,1
0.369863014,-7,0.140792709,-16,0.6,-3,-4,-1,-1,-1,0,0,0.397959184,-40,0,0
0.493150685,-5,0.065061599,-6,0.2,-3,-6,-1,-1,-1,0,0,0.448979592,-40,0,0
0.178082192,-3,0.112806129,-16,0.6,-6,-7,-2,-2,-1,0,0,0.397959184,-40,1,0
0.082191781,-5,0.039093465,-10,0.8,-5,-11,-4,-2,-2,0,0,0.193877551,-40,1,0
0.136986301,-1,0.119820432,-16,0.6,-1,-1,-2,-1,-1,0,0,0.295918367,-40,0,0
0.01369863,-5,0.078646718,-3,0.466666667,-5,-7,-4,-1,-1,0,0,0.173469388,-40,0,0
0.082191781,-5,0.071537333,-16,0.6,-5,-7,-4,-1,-1,0,0,0.346938776,-40,0,0
0.082191781,-5,0.112224094,-10,0.8,-5,-5,-2,-1,-1,0,0,0.397959184,-40,0,0
0.794520548,-5,0.127533584,-16,0.6,-3,-5,-1,-1,-1,0,0,0.346938776,-40,0,1
0.191780822,-8,0.075885277,-8,0.733333333,-3,-14,-1,-1,-1,0,0,0.397959184,-40,0,1
0.547945205,-5,0.112785754,-12,0.533333333,-3,-4,-1,-1,-1,0,0,0.5,-40,0,1
0.136986301,-5,0.029514677,-10,0.8,-3,-5,-6,-2,-2,0,0,0.448979592,-40,1,1
0.150684932,-5,0.073014493,-10,0.8,-5,-13,-2,-1,-1,0,0,0.397959184,-40,0,0
0.342465753,-5,0.090252781,-16,0.6,-3,-8,-1,-1,-1,0,0,0.397959184,-40,0,0
0.493150685,-7,0.015408647,-16,0.6,-3,-6,-1,-1,-1,0,0,0.448979592,-40,0,0
0.506849315,-5,0.110911968,-12,0.533333333,-3,-4,-1,-1,-1,0,0,0.397959184,-40,0,0
0.191780822,-5,0.103518018,-16,0.6,-5,-13,-3,-1,-2,0,0,0.397959184,-1,0,0
0.534246575,-5,0.124545306,-1,0.333333333,-3,-9,-1,-1,-1,0,0,0.346938776,-6,0,1
0.671232877,-5,0.184550604,-12,0.533333333,-7,-13,-2,-1,-2,0,0,0.397959184,-40,0,0
0.109589041,-5,0.163348773,-12,0.533333333,-5,-9,-5,-2,-2,0,0,0.397959184,-40,1,0
0.136986301,-5,0.049369066,-12,0.533333333,-3,-4,-1,-1,-1,0,0,0.397959184,-40,0,0
0.328767123,-2,0.080462776,-10,0.8,-3,-14,-1,-1,-1,0,0,0.234693878,-40,0,0
0.410958904,-5,0.069391885,-11,1,-3,-11,-1,-1,-1,0,0,0.5,-40,0,1
0.136986301,-5,0.106513087,-12,0.533333333,-3,-2,-6,-2,-2,0,0.433195592,0.397959184,-40,1,1
0.02739726,-5,0.073325546,-12,0.533333333,-5,-2,-4,-1,-2,0,0,0.132653061,-40,0,0
0.054794521,-5,0.231824479,-1,0.333333333,-6,-13,-5,-2,-2,0,0,0.37755102,-40,1,0
0.205479452,-5,0.111089906,-16,0.6,-3,-13,-1,-1,-1,0,0,0.397959184,-40,0,0
0.547945205,-5,0.096190625,-12,0.533333333,-3,-15,-1,-1,-1,0,0,0.397959184,-40,0,0
0.342465753,-5,0.11114356,-12,0.533333333,-3,-8,-1,-1,-1,0,0,0.397959184,-40,0,0
0.219178082,-5,0.073966667,-12,0.533333333,-5,-8,-2,-2,-1,0,0,0.5,-40,1,0
0.260273973,-5,0.118724956,-12,0.533333333,-1,-2,-5,-1,-2,0,0,0.397959184,-40,0,0
0.123287671,-5,0.093774874,-10,0.8,-5,-11,-2,-1,-2,0,0,0.397959184,-40,0,0
0.739726027,-7,0.102557694,-15,0.933333333,-3,-6,-1,-1,-1,0,0,0.010204082,-40,0,0
0.506849315,-5,0.025875769,-10,0.8,-1,-5,-2,-2,-2,0,0,0.448979592,-40,1,1
0.109589041,-5,0.05496937,-16,0.6,-1,-11,-5,-1,-2,0,0,0.346938776,-40,0,0
0.150684932,-5,0.271569253,-1,0.333333333,-5,-6,-3,-1,-1,0,0,0.346938776,-27,0,0
0.095890411,-5,0.277430353,-12,0.533333333,-3,-6,-1,-2,-1,0,0,0.346938776,-40,1,0
0.123287671,-5,0.110231456,-16,0.6,-5,-2,-2,-1,-2,0,0,0.397959184,-40,0,0
0.150684932,-7,0.121263634,-12,0.533333333,-3,-13,-1,-1,-1,0,0,0.5,-40,0,1
0.178082192,-7,0.190290135,-16,0.6,-3,-13,-1,-2,-1,0,0,0.551020408,-40,1,1
0.712328767,-1,0.064031323,-11,1,-3,-1,-1,-1,-1,0,0,0.5,-40,0,1
0.01369863,-3,0.095842219,-2,0.4,-5,-2,-3,-1,-2,0,0,0.244897959,-40,0,0
0.671232877,-1,0.120915907,-12,0.533333333,-3,-1,-1,-2,-1,0,0,0.173469388,-40,1,0
0.164383562,-5,0.023311283,-1,0.333333333,-5,-4,-2,-2,-1,0,0,0.397959184,-1,1,0
0.356164384,-5,0.166911615,-13,0.866666667,-3,-5,-1,-1,-1,0.076880769,0,0.530612245,-40,0,1
0.698630137,-7,0.052108773,-11,1,-3,-11,-1,-1,-1,0,0,0.5,-3,0,0
0.164383562,-5,0.253193382,-16,0.6,-1,-11,-4,-1,-2,0,0,0.357142857,-40,0,0
0.109589041,-5,0.134403906,-2,0.4,-6,-4,-4,-1,-1,0,0,0.397959184,-40,0,0
0.287671233,-2,0.197995137,-16,0.6,-1,-5,-2,-2,-2,0,0,0.397959184,-40,1,0
0.602739726,-5,0.124399288,-12,0.533333333,-3,-5,-1,-1,-1,0,0,0.5,-40,0,1
0.602739726,-5,0.08041116,-16,0.6,-3,-11,-1,-1,-1,0,0,0.418367347,-40,0,0
0.191780822,-5,0.157470015,-12,0.533333333,-1,-4,-5,-1,-1,0,0,0.551020408,-40,0,0
0.082191781,-5,0.237157876,-1,0.333333333,-3,-9,-1,-1,-1,0,0,0.397959184,-1,0,0
0.616438356,-3,0.105679086,-11,1,-7,-11,-5,-1,-2,0,0,0.397959184,-21,0,0
0.054794521,-1,0.126928458,-12,0.533333333,-5,-1,-2,-1,-2,0,0,0.397959184,-40,0,0
0.150684932,-5,0.043359911,-12,0.533333333,-5,-8,-5,-1,-2,0,0,0.397959184,-14,0,0
0.109589041,-5,0.043936513,-12,0.533333333,-5,-13,-5,-2,-2,0,0,0.346938776,-40,1,0
0.534246575,-5,0.08279567,-13,0.866666667,-5,-13,-2,-1,-1,0,0,0.5,-40,0,0
0.136986301,-5,0.110531642,-10,0.8,-5,-2,-2,-1,-2,0,0,0.397959184,-40,0,0
0.150684932,-3,0.193050896,-12,0.533333333,-3,-4,-1,-1,-1,0,0,0.448979592,-40,0,0
0.479452055,-5,0.147850477,-15,0.933333333,-3,-11,-6,-1,-2,0.03103031,0,0.295918367,-40,0,1
0.479452055,-5,0.112115429,-12,0.533333333,-6,-9,-3,-1,-2,0,0,0.193877551,-40,0,0
0.383561644,-8,0.077969601,-13,0.866666667,-1,-5,-2,-1,-1,0,0,0.448979592,-40,0,0
0.219178082,-5,0.057888374,-12,0.533333333,-5,-2,-4,-1,-1,0,0,0.397959184,-40,0,0
0.369863014,-5,0.069978675,-13,0.866666667,-3,-5,-1,-1,-1,0,0,0.397959184,-40,0,1
0.123287671,-5,0.221169911,-5,0.133333333,-5,-15,-2,-1,-1,0,0,0.397959184,-27,0,0
0.123287671,-8,0.039500958,-12,0.533333333,-3,-12,-1,-2,-1,0,0,0.397959184,-40,1,1
0.178082192,-5,0.24886785,-16,0.6,-1,-2,-4,-1,-2,0,0,0.551020408,-40,0,0
0.452054795,-5,0.064777713,-16,0.6,-3,-13,-1,-1,-1,0,0,0.397959184,-40,0,1
0.178082192,-5,0.015918692,-15,0.933333333,-3,-11,-6,-1,-2,0,0,0.448979592,-40,0,1
0.273972603,-5,0.182159302,-16,0.6,-5,-14,-4,-2,-2,0,0,0.397959184,-40,1,0
0.178082192,-5,0.06205023,-10,0.8,-3,-2,-6,-2,-2,0,0,0.397959184,-40,1,1
0.493150685,-5,0.011798943,-12,0.533333333,-3,-4,-1,-1,-1,0,0,0.397959184,-40,0,1
0.02739726,-5,0.085483761,-16,0.6,-5,-2,-4,-1,-2,0,0,0.091836735,-40,0,0
0.273972603,-5,0.092181579,-10,0.8,-3,-11,-6,-2,-2,0.150241502,0,0.397959184,-40,1,1
0.369863014,-5,0.109816493,-12,0.533333333,-3,-4,-1,-1,-1,0,0,0.397959184,-40,0,0
0.410958904,-5,0.076632347,-10,0.8,-1,-4,-2,-1,-2,0,0,0.5,-40,0,0
0.589041096,-1,0.087567406,-10,0.8,-3,-1,-1,-2,-1,0,0.496556474,0.244897959,-36,1,0
0.452054795,-5,0.124294019,-16,0.6,-3,-5,-1,-1,-1,0,0,0.5,-40,0,1
0.465753425,-5,0.091202918,-13,0.866666667,-3,-5,-1,-1,-1,0,0,0.5,-40,0,1
0.219178082,-5,0.262698822,-12,0.533333333,-1,-15,-5,-1,-2,0,0,0.397959184,-40,0,0
0.493150685,-5,0.093383002,-10,0.8,-3,-11,-1,-1,-1,0.076880769,0,0.397959184,-40,0,1
0.438356164,-5,0.063260483,-12,0.533333333,-1,-9,-2,-2,-2,0,0,0.397959184,-40,1,0
0.01369863,-5,0.106876435,-2,0.4,-5,-9,-4,-1,-2,0,0,0.112244898,-40,0,0
0.164383562,-5,0.015448717,-16,0.6,-3,-7,-1,-1,-1,0,0,0.602040816,-40,0,0
0.109589041,-8,0.116402249,-10,0.8,-5,-11,-2,-1,-2,0,0,0.5,-40,0,0
0.753424658,-6,0.108747504,-15,0.933333333,-3,-11,-1,-1,-1,1,0,0.5,-40,0,1
0.136986301,-8,0.135794814,-16,0.6,-3,-5,-1,-2,-1,0,0,0.397959184,-40,1,1
0.369863014,-5,0.076379022,-12,0.533333333,-3,-5,-6,-1,-2,0.03103031,0,0.397959184,-40,0,1
0.150684932,-5,0.205358525,-16,0.6,-5,-8,-2,-1,-1,0,0,0.418367347,-40,0,0
0.123287671,-5,0.01448296,-12,0.533333333,-1,-9,-3,-1,-1,0,0,0.397959184,-40,0,0
0.205479452,-3,0.155318455,-16,0.6,-3,-4,-1,-1,-1,0,0,0.602040816,-40,0,1
0.301369863,-5,0.110971054,-10,0.8,-3,-11,-1,-2,-1,0,0,0.602040816,-1,1,0
0.123287671,-2,0.049712039,-12,0.533333333,-5,-2,-2,-2,-1,0,0,0.397959184,-40,1,0
0.287671233,-3,0.070832371,-10,0.8,-3,-11,-6,-1,-2,0,0,0.193877551,-40,0,1
0.082191781,-3,0.20546719,-12,0.533333333,-5,-15,-4,-1,-1,0,0,0.397959184,-40,0,0
0.123287671,-5,0.142794855,-16,0.6,-3,-4,-1,-1,-1,0,0,0.397959184,-40,0,1
0.260273973,-3,0.250152131,-10,0.8,-3,-2,-6,-1,-2,0,0,0.346938776,-12,0,1
0.273972603,-5,0.074188071,-15,0.933333333,-3,-11,-1,-1,-1,0.150241502,0,0.448979592,-40,0,1
0.520547945,-5,0.112195569,-2,0.4,-3,-9,-1,-2,-1,0,0.383838384,0.397959184,-40,1,0
0.136986301,-7,0.069232963,-16,0.6,-5,-5,-2,-1,-1,0,0,0.602040816,-40,0,1
0.082191781,-5,0.082146398,-9,0.666666667,-5,-14,-2,-1,-2,0,0,0.397959184,-40,0,0
0.082191781,-3,0.134809361,-10,0.8,-5,-11,-4,-1,-2,0,0,0.142857143,-40,0,0
0.630136986,-6,0.066777822,-1,0.333333333,-3,-6,-1,-1,-1,0,0,0.5,-40,0,0
0.465753425,-8,0.108661931,-10,0.8,-3,-5,-1,-1,-1,0,0,0.346938776,-40,0,1
0.712328767,-6,0.10692058,-10,0.8,-3,-5,-1,-1,-1,0.064180642,0,0.448979592,-40,0,1
0.246575342,-5,0.04450836,-16,0.6,-3,-4,-1,-1,-1,0,0,0.602040816,-40,0,0
0.164383562,-5,0.043033238,-16,0.6,-3,-4,-1,-1,-1,0,0,0.551020408,-40,0,0
0.164383562,-5,0.242229799,-16,0.6,-3,-7,-1,-1,-1,0,0,0.397959184,-1,0,1
0.082191781,-2,0.109728203,-12,0.533333333,-5,-3,-2,-1,-1,0,0,0.071428571,-40,0,0
0.191780822,-3,0.112850953,-15,0.933333333,-3,-11,-1,-1,-1,0,0,0.397959184,-40,0,1
0.643835616,-8,0.143671643,-7,0.266666667,-5,-2,-2,-1,-2,0,0,0.37755102,-40,0,0
0.753424658,-5,0.116360142,-12,0.533333333,-3,-5,-6,-1,-2,0,0,0.5,-10,0,0
0.260273973,-5,0.02686258,-16,0.6,-1,-2,-5,-1,-2,0,0,0.397959184,-40,0,0
0.082191781,-5,0.24727863,-12,0.533333333,-5,-9,-5,-1,-1,0,0,0.346938776,-27,0,0
0.506849315,-5,0.083887749,-10,0.8,-3,-5,-1,-2,-1,0.150241502,0,0.602040816,-36,1,1
0.205479452,-5,0.163314136,-13,0.866666667,-5,-5,-2,-1,-2,0.135501355,0,0.602040816,-40,0,1
0.02739726,-5,0.301739314,-12,0.533333333,-5,-6,-3,-1,-1,0,0,0.346938776,-40,0,0
0.534246575,-8,0.038285951,-16,0.6,-3,-5,-1,-1,-1,0,0,0.397959184,-40,0,1
0.287671233,-5,0.132378669,-12,0.533333333,-3,-8,-1,-1,-1,0,0,0.479591837,-40,0,1
0.506849315,-5,0.166142133,-12,0.533333333,-3,-5,-1,-1,-1,0,0,0.448979592,-40,0,0
0.205479452,-5,0.107870716,-12,0.533333333,-1,-9,-4,-1,-2,0,0,0.397959184,-40,0,0
0.068493151,-5,0.253183195,-12,0.533333333,-5,-4,-4,-1,-1,0.029070291,0,0.397959184,-40,0,0
0.219178082,-1,0.187963353,-12,0.533333333,-1,-1,-2,-2,-1,0,0.399678604,0.397959184,-40,1,0
0.246575342,-5,0.143100474,-12,0.533333333,-3,-15,-1,-1,-1,0,0,0.295918367,-40,0,0
0.342465753,-5,0.014422515,-8,0.733333333,-3,-13,-1,-1,-1,0,0,0.448979592,-40,0,1
0.219178082,-5,0.059663683,-12,0.533333333,-3,-2,-6,-1,-2,0,0.399449036,0.244897959,-40,0,0
0.273972603,-5,0.091667459,-16,0.6,-3,-4,-1,-1,-1,0,0,0.551020408,-40,0,0
0.479452055,-2,0.203892232,-9,0.666666667,-1,-6,-2,-1,-2,0,0,0.397959184,-40,0,0
0.575342466,-5,0.189649692,-1,0.333333333,-7,-8,-2,-1,-1,0,0,0.520408163,-40,0,0
0.136986301,-5,0.065297945,-16,0.6,-5,-4,-2,-2,-1,0,0,0.397959184,-40,1,0
0.01369863,-1,0.158235422,-16,0.6,-5,-1,-4,-1,-1,0,0,0.153061224,-40,0,0
0.02739726,-1,0.009735673,-16,0.6,-5,-1,-4,-1,-2,0,0,0.397959184,-40,0,0
0.493150685,-5,0.048321131,-10,0.8,-5,-9,-2,-2,-2,0,0,0.204081633,-25,1,1
0.356164384,-3,0.133969248,-13,0.866666667,-5,-5,-2,-1,-2,0.105201052,0,0.5,-40,0,1
0.575342466,-5,0.10434319,-10,0.8,-3,-11,-1,-1,-1,0.150241502,0,0.397959184,-40,0,1
0.01369863,-5,0.075039731,-12,0.533333333,-5,-9,-4,-1,-1,0,0,0.346938776,-40,0,0
0.698630137,-7,0.169525,-1,0.333333333,-7,-6,-5,-1,-1,0,0,0.193877551,-40,0,0
0.301369863,-5,0.117723883,-16,0.6,-3,-8,-1,-1,-1,0,0,0.5,-40,0,0
0.328767123,-5,0.076341669,-16,0.6,-3,-5,-4,-1,-1,0,0,0.397959184,-40,0,1
0.150684932,-5,0.14639505,-12,0.533333333,-5,-15,-2,-1,-2,0,0,0.397959184,-40,0,0
0.04109589,-5,0.255018269,-2,0.4,-5,-15,-4,-1,-1,0,0,0.142857143,-40,0,0
0.561643836,-5,0.206269271,-12,0.533333333,-3,-5,-1,-1,-1,0,0,0.397959184,-40,0,1
0.136986301,-5,0.015448717,-16,0.6,-3,-7,-1,-1,-1,0,0,0.397959184,-40,0,1
0.684931507,-5,0.035222966,-16,0.6,-1,-9,-5,-2,-2,0,0,0.408163265,-40,1,0
0.780821918,-6,0.148542535,-12,0.533333333,-3,-5,-1,-1,-1,0,0,0.295918367,-40,0,1
0.356164384,-3,0.172106464,-10,0.8,-3,-11,-6,-1,-2,0,0,0.448979592,-40,0,1
0.534246575,-5,0.125700547,-6,0.2,-3,-5,-1,-1,-1,0,0,0.397959184,-40,0,1
0.547945205,-1,0.195473438,-5,0.133333333,-3,-1,-1,-1,-1,0.07298073,0,0.846938776,-40,0,1
0.260273973,-2,0.164970593,-13,0.866666667,-5,-11,-2,-1,-1,0,0.323232323,0.397959184,-40,0,0
0.438356164,-5,0.125250947,-12,0.533333333,-3,-8,-1,-1,-1,0.07298073,0,0.428571429,-40,0,1
0.506849315,-5,0.142371063,-16,0.6,-7,-4,-5,-1,-2,0,0,0.5,-40,0,0
0.191780822,-5,0.169556241,-16,0.6,-3,-5,-1,-1,-1,0,0,0.397959184,-40,0,0
0.205479452,-5,0.160483422,-12,0.533333333,-5,-6,-4,-1,-1,0,0,0.397959184,-40,0,0
0.328767123,-5,0.124700833,-16,0.6,-3,-13,-1,-1,-1,0,0,0.5,-40,0,0
0.178082192,-5,0.163314136,-10,0.8,-3,-11,-6,-1,-2,0,0,0.397959184,-40,0,0
0.479452055,-7,0.116040939,-3,0.466666667,-3,-5,-1,-1,-1,0,0,0.5,-40,0,1
0.178082192,-5,0.108395702,-15,0.933333333,-5,-14,-4,-1,-2,0,0,0.234693878,-40,0,0
0.739726027,-5,0.147051113,-7,0.266666667,-1,-10,-2,-2,-2,0,0,0.051020408,-40,1,0
0.616438356,-5,0.176528436,-12,0.533333333,-1,-10,-5,-2,-2,0,0,1,-40,1,0
0.109589041,-3,0.115520707,-12,0.533333333,-5,-4,-4,-1,-1,0,0,0.397959184,-40,0,0
0.082191781,-5,0.039136931,-14,0,-5,-9,-4,-1,-2,0,0,0.142857143,-40,0,0
0.356164384,-5,0.067650534,-10,0.8,-3,-11,-1,-1,-1,0,0,0.5,-40,0,1
0.534246575,-5,0.159636517,-10,0.8,-3,-11,-1,-1,-1,0,0,0.5,-40,0,1
0.643835616,-5,0.13849513,-16,0.6,-7,-13,-2,-1,-2,0,0,0.397959184,-40,0,0
0.410958904,-5,0.133912199,-16,0.6,-3,-4,-1,-1,-1,0,0.340909091,0.469387755,-40,0,0
0.191780822,-5,0.069716521,-8,0.733333333,-3,-2,-1,-1,-1,0,0,0.397959184,-40,0,1
0.123287671,-5,0.07213431,-12,0.533333333,-3,-4,-1,-1,-1,0,0,0.602040816,-40,0,0
0.410958904,-6,0.11115918,-10,0.8,-5,-13,-2,-1,-1,0.033250333,0,0.602040816,-40,0,0
0.356164384,-6,0.062894419,-12,0.533333333,-3,-6,-1,-1,-1,0,0,0.448979592,-40,0,0
0.630136986,-3,0.249694381,-10,0.8,-3,-11,-1,-1,-1,0,0,0.397959184,-40,0,1
0.356164384,-5,0.098110593,-16,0.6,-3,-4,-1,-2,-1,0,0,0.397959184,-40,1,0
0.164383562,-5,0.27904606,-16,0.6,-5,-14,-2,-1,-2,0,0,0.397959184,-40,0,0
0.520547945,-3,0.109351272,-13,0.866666667,-1,-11,-5,-1,-2,0,0,0.448979592,-40,0,0
0.082191781,-5,0.041158093,-12,0.533333333,-5,-4,-4,-2,-1,0,0,0,-41,1,0
0.438356164,-5,0.091493596,-12,0.533333333,-5,-4,-5,-1,-2,0,0,0.397959184,-34,0,0
0.123287671,-5,0.159424621,-16,0.6,-5,-7,-2,-1,-1,0,0,0.397959184,-40,0,0
0.287671233,-5,0.024785048,-16,0.6,-3,-15,-1,-1,-1,0,0,0.397959184,-40,0,1
0.191780822,-5,0.115423588,-1,0.333333333,-6,-15,-5,-1,-1,0,0,0.397959184,-40,0,0
0.342465753,-5,0.110858315,-12,0.533333333,-3,-4,-1,-1,-1,0,0,0.397959184,-40,0,0
0.383561644,-5,0.051463577,-2,0.4,-4,-8,-5,-2,-2,0,0,0.397959184,-36,1,0
0.301369863,-8,0.087702558,-16,0.6,-3,-12,-1,-1,-1,0,0,0.397959184,-40,0,0
0.232876712,-5,0.105412858,-16,0.6,-3,-5,-6,-1,-2,0.076880769,0,0.5,-40,0,1
0.520547945,-3,0.140917673,-12,0.533333333,-1,-9,-5,-1,-2,0,0,0.37755102,-40,0,0
0.191780822,-5,0.139345431,-12,0.533333333,-3,-15,-1,-1,-1,0,0,0.448979592,-40,0,1
0.561643836,-7,0.124658725,-16,0.6,-1,-4,-2,-1,-1,0,0,0.448979592,-40,0,0
0.383561644,-5,0.116004265,-8,0.733333333,-5,-2,-2,-2,-2,0,0,0.397959184,-40,1,0
0.479452055,-3,0.053927548,-16,0.6,-3,-15,-1,-1,-1,0,0,0.397959184,-40,0,0
0.273972603,-5,0.080940221,-1,0.333333333,-1,-9,-5,-1,-2,0,0,0.326530612,-40,0,0
0.150684932,-5,0.271434102,-12,0.533333333,-1,-2,-2,-1,-1,0,0,0.397959184,-40,0,0
0.205479452,-7,0.029911982,-10,0.8,-3,-11,-6,-1,-2,0,0,0.071428571,-40,0,1
0.287671233,-5,0.108858885,-10,0.8,-3,-5,-1,-1,-1,0,0.424242424,0.540816327,-40,0,1
0.452054795,-5,0.094124638,-12,0.533333333,-3,-5,-1,-2,-1,0,0.433195592,0.551020408,-40,1,1
0.369863014,-2,0.225326334,-15,0.933333333,-3,-11,-1,-1,-1,0,0,0.397959184,-40,0,1
0.01369863,-5,0.044753535,-2,0.4,-5,-9,-4,-1,-2,0,0,0.295918367,-40,0,0
0.109589041,-5,0.093905272,-7,0.266666667,-4,-2,-5,-2,-2,0,0,0.397959184,-41,1,0
0.575342466,-5,0.057167113,-2,0.4,-5,-8,-2,-1,-1,0,0,0.397959184,-40,0,0
0.438356164,-5,0.070175629,-7,0.266666667,-3,-9,-1,-1,-1,0,0,0.397959184,-40,0,0
0.273972603,-5,0.421298271,-1,0.333333333,-3,-6,-1,-1,-1,0,0,0.346938776,-27,0,0
0.287671233,-5,0.167481425,-16,0.6,-3,-2,-6,-1,-2,0,0,0.346938776,-40,0,1
0.136986301,-5,0.14024531,-12,0.533333333,-3,-5,-6,-1,-2,0,0,0.397959184,-40,0,0
0.136986301,-8,0.161011804,-16,0.6,-3,-15,-1,-1,-1,0.034110341,0,0.397959184,-40,0,0
0.315068493,-2,0.112270955,-16,0.6,-3,-4,-1,-1,-1,0,0.362488522,0.397959184,-40,0,0
0.342465753,-5,0.135129922,-10,0.8,-1,-5,-5,-1,-2,0,0,0.397959184,-40,0,0
0.356164384,-5,0.119871368,-16,0.6,-1,-15,-2,-1,-1,0,0,0.448979592,-40,0,0
0.342465753,-5,0.070867687,-11,1,-3,-11,-1,-1,-1,0,0,0.448979592,-40,0,1
0.383561644,-5,0.075384741,-12,0.533333333,-6,-8,-5,-2,-2,0,0,0.142857143,-40,1,0
0.02739726,-5,0.366790046,-3,0.466666667,-5,-8,-4,-1,-1,0,0,0.397959184,-40,0,0
0.01369863,-5,0.088040776,-12,0.533333333,-5,-7,-4,-1,-1,0,0,0.214285714,-40,0,0
0.273972603,-3,0.174552777,-16,0.6,-4,-2,-5,-2,-2,0,0,0.265306122,-40,1,0
0.01369863,-5,0.18344562,-16,0.6,-5,-13,-4,-2,-2,0,0,0.204081633,-40,1,0
0.589041096,-5,0.042079026,-9,0.666666667,-7,-4,-2,-1,-2,0,0,0.295918367,-40,0,0
0.643835616,-5,0.07701539,-12,0.533333333,-3,-4,-1,-1,-1,0,0,0.397959184,-40,0,0
0.438356164,-7,0.067694,-10,0.8,-3,-5,-1,-1,-1,0,0,0.602040816,-35,0,1
0.698630137,-5,0.143685905,-12,0.533333333,-3,-2,-1,-1,-1,0,0,0.234693878,-40,0,0
0.602739726,-5,0.101972943,-16,0.6,-1,-9,-2,-1,-2,0,0,0.397959184,-40,0,0
0.095890411,-5,0.148184621,-12,0.533333333,-3,-4,-1,-1,-1,0,0,0.43877551,-40,0,0
0.095890411,-5,0.058408606,-12,0.533333333,-3,-13,-1,-1,-1,0,0,0.5,-40,0,0
0.589041096,-5,0.051459502,-15,0.933333333,-3,-11,-1,-1,-1,0.037810378,0,0.153061224,-40,0,0
0.479452055,-2,0.018125263,-10,0.8,-6,-2,-5,-2,-2,0,0,0.397959184,-40,1,0
0.068493151,-5,0.1183684,-12,0.533333333,-5,-15,-2,-1,-2,0,0,0.459183673,-40,0,0
0.246575342,-5,0.16710857,-15,0.933333333,-3,-11,-1,-1,-1,0,0,0.551020408,-40,0,1
0.260273973,-5,0.117065783,-12,0.533333333,-3,-8,-1,-1,-1,0,0,0.479591837,-40,0,0
0.397260274,-5,0.13764415,-5,0.133333333,-1,-4,-2,-1,-2,0,0.536960514,0.448979592,-40,0,0
0.452054795,-5,0.108021488,-16,0.6,-3,-5,-1,-1,-1,1,0,0.5,-40,0,1
0.301369863,-5,0.117367327,-12,0.533333333,-3,-5,-1,-1,-1,0,0,0.397959184,-40,0,0
0.232876712,-5,0.227435786,-16,0.6,-3,-2,-1,-1,-1,0,0,0.397959184,-40,0,0
0.315068493,-6,0.014154249,-13,0.866666667,-3,-4,-1,-1,-1,0,0,0.5,-40,0,0
0.356164384,-3,0.063576289,-16,0.6,-1,-12,-5,-1,-2,0,0,0.397959184,-40,0,0
0.178082192,-5,0.098092256,-16,0.6,-6,-2,-2,-1,-2,0,0,0.397959184,-40,0,0
0.123287671,-3,0.221120333,-10,0.8,-5,-11,-4,-2,-2,0,0,0.397959184,-40,1,0
0.383561644,-5,0.159436845,-2,0.4,-3,-4,-1,-1,-1,0,0,0.418367347,-40,0,0
0.246575342,-5,0.051120604,-12,0.533333333,-1,-4,-2,-1,-1,0,0,0.397959184,-40,0,0
0.356164384,-5,0.182785482,-8,0.733333333,-5,-2,-2,-2,-2,0,0,0.448979592,-40,1,0
0.178082192,-5,0.117528287,-16,0.6,-1,-2,-5,-2,-2,0,0,0.367346939,-40,1,0
0.589041096,-1,0.119497833,-12,0.533333333,-1,-1,-2,-1,-2,0,0,0.397959184,-40,0,0
0,-5,0.12382812,-2,0.4,-5,-9,-4,-1,-1,0,0,0.244897959,-40,0,0
0.082191781,-5,0.068717486,-12,0.533333333,-5,-4,-2,-1,-1,0,0,0.397959184,-40,0,0
0.219178082,-5,0.190285381,-7,0.266666667,-3,-8,-1,-1,-1,0,0,0.5,-40,0,0
0.219178082,-5,0.263600739,-1,0.333333333,-5,-9,-4,-2,-1,0,0,0.193877551,-40,1,0
0.191780822,-6,0.048534386,-16,0.6,-3,-5,-6,-2,-2,0,0,0.704081633,-36,1,0
0.123287671,-5,0.148974477,-12,0.533333333,-5,-5,-4,-1,-2,0,0,0.397959184,-40,0,0
0.369863014,-8,0.114317926,-12,0.533333333,-3,-12,-1,-1,-1,0,0,0.397959184,-40,0,0
0.452054795,-5,0.187203379,-12,0.533333333,-3,-11,-6,-1,-2,0,0,0.153061224,-40,0,0
